name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Andaz London Liverpool Street,https://programme.openhouse.org.uk/listings/11391,"Andaz London Liverpool Street, a concept by Hyatt, blends rich history dating back to the 1200s with modern decor and the vibrant energy of its London neighborhood.

Step inside and join us for an open house tour led by our dedicated team!","Andaz London, 40 Liverpool Street, EC2M 7QN",51.517312,-0.0813472,17:00:00,18:00:00,Yes,Yes
Architects’ Houses of Hampstead Walking Tour,https://programme.openhouse.org.uk/listings/11974,"The walk examines the homes created by architects and designers for themselves through six remarkable case studies, spanning from the 1930s to the 1970s, from the Modernist International style to the ground-breaking Hi-tech movement.","Hampstead Heath Railway Station, NW3 2PY",51.55525,-0.16591,11:00:00,12:30:00,Yes,Yes
Artichoke Print Workshop Coldharbour Works,https://programme.openhouse.org.uk/listings/13338,"Printmaking workshop featuring artists working with traditional printmaking techniques - etching, wood cut, Lino cut and mono print.","Coldharbour Works, 245a Coldharbour Lane/Shakespeare Road, SW9 8RR",51.46474,-0.1024,10:30:00,16:30:00,No,
Boston Manor House,https://programme.openhouse.org.uk/listings/10142,"Boston Manor House is a Jacobean House built for Lady Mary Reade in 1623 and later owned by the Clitherow family from the 1670s until the 1920s. The House is now open to the public with free entry six days a week. Its beautifully restored historic interiors, including breath-taking ornate plasterwork, are joined by two community exhibition galleries, meeting rooms and an attractive modern café.","Boston Manor House, Boston Manor Road, Brentford, TW8 9JX",51.49191829999999,-0.3183739,12:15:00,14:30:00,Yes,No
Bush Theatre - Backstage Tours,https://programme.openhouse.org.uk/listings/11992,"Explore the Bush Theatre, West London’s home of new writing. Get a behind the scenes look at our fifty-year history, including how over 2016 we transformed our 128-year-old building into an accessible and sustainable modern theatre.","Bush Theatre, 7 Uxbridge Rd, W12 8LJ",51.50525,-0.22601,12:00:00,16:45:00,Yes,No
Christ Church,https://programme.openhouse.org.uk/listings/2462,"Grade II* listed church with ragstone tower, spire, good stained glass by Kempe and recently restored William Hill organ. A characteristic work of Scott. It is Gothic Revival in the style of the 13C.","Wanstead Place, E11 2SW",51.57762,0.02428,09:00:00,13:00:00,No,
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5131,-0.09886,09:30:00,17:30:00,No,
"De Lane Lea Studios, 75 Dean Street",https://programme.openhouse.org.uk/listings/12611,"Soho is a unique neighbourhood of creativity and diversity. Join us at the former Warner Brothers De Lane Lea studio at 75 Dean Street, home of the Museum of Soho.  Explore an exhibition of Soho's 300 year history.   See short films and talks on Soho in our 80 seater screening room.","75 Dean St, Soho, W1D 3PU",51.51381,-0.13307,12:00:00,18:00:00,Yes,No
Designed to be forgotten: women in South Kensington,https://programme.openhouse.org.uk/listings/13148,"On this  walk you will see some of the forgotten contributions of Victorian women to the magnificent buildings of South Kensington, in particular the V&A and the Royal Albert Hall. 

You will also see how women were represented very differently from men on the buildings and memorials of this internationally important arts and science district.","Outside the V&A Exhibition Road Entrance, Exhibition Road, SW7 2PA",51.49663,-0.17218,11:00:00,12:15:00,Yes,Yes
Dwelling in / on Gordon Square,https://programme.openhouse.org.uk/listings/13392,"In this half-day workshop, we invite participants to join us in a “collective dwelling” in / on Gordon Square in the heart of Bloomsbury. Mobilising dwelling as both a praxis of being in space and of slow thinking, we invite participants to share time with us as we collectively map this square along the axes of space, sound, senses, memory and meaning.","Gordon Square, WC1E 6AE",51.52448,-0.13036,14:00:00,17:00:00,Yes,Yes
Explore the authentically recreated Colony Room,https://programme.openhouse.org.uk/listings/12933,"A revival and love letter to London’s lost bohemia..   Travel back in time to the legendary haunt of some of Soho's greatest creatives.   Featuring pictures, press cuttings and even the piano from the much loved private members club.","4 Heddon Street, W1B 4BS",51.51092,-0.13932,15:00:00,22:00:00,No,
Exploring Spring Grove Isleworth,https://programme.openhouse.org.uk/listings/9032,"Centred on Spring Grove House, once Sir Joseph Banks home, the 1850s vision was for a neighbourhood with grand villas designed by John Taylor Jr.. Today's  wider architecture includes a former college by John Norton & P Massey, plus quirky arts & crafts properties.","Forecourt, Isleworth Railway Station, London Road, Isleworth, TW7 4BX",51.47507,-0.33713,14:30:00,16:15:00,Yes,No
Fitzrovia Chapel,https://programme.openhouse.org.uk/listings/6534,"Loughborough Pearson's red brick building is unimposing from the outside, but inside is a riot of Gothic Revival design. Golden mosaics reveal the character of the Grade II* listed chapel, built as part of the Middlesex Hospital.","2 Pearson Square, Fitzroy Place, W1T 3BF",51.51895,-0.13826,11:00:00,17:00:00,No,
Fulham Palace,https://programme.openhouse.org.uk/listings/1150,"Early Tudor Palace with Georgian reception rooms, Victorian Chapel, 13 acres of botanic garden and walled garden.","Bishop's Avenue, Fulham, SW6 6EA",51.47157,-0.21683,10:30:00,15:30:00,Yes,No
George Padmore Institute,https://programme.openhouse.org.uk/listings/13098,"The George Padmore Institute is located on Stroud Green Road, Finsbury Park, in a Victorian terrace property which also houses New Beacon Books. Co- founded in 1991 by John La Rose and Sarah White, we are an archive and educational hub home to materials on the lives of black communities in post-war Britain. We invite the public to explore our history and handle some of our archival material.","76 Stroud Green Road, N4 3EN",51.56836,-0.10995,10:30:00,16:45:00,Yes,No
