name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
'Art in Every Day Life' Heritage Trail Launch,https://programme.openhouse.org.uk/listings/13130,"Launching a new heritage trail exploring the lost heritage of Gilbert Bayes' 'Art in Everyday Life' sculptures scattered across the St Pancras Housing Estates. Enjoy a guided walk of the new trail, meet those behind the project and get to grips with ceramics in an artist-guided workshop. With Edit Collective, Central St Martins and artists Camilla Bliss and Dr. Melanie Jackson.","People's Museum, 52 Phoenix Road, NW1 1ES",51.53106,-0.13095,14:00:00,16:00:00,Yes,Yes
143 Windsor Road,https://programme.openhouse.org.uk/listings/13183,"This project in Forest Gate’s Woodgrange Conservation Area is a sensitive and imaginative extension of a traditional Victorian family home. Designed to enhance day-to-day living while preserving the charm and character of the original building, the scheme demonstrates how modern interventions can respectfully adapt historic homes to contemporary needs.","143 Windsor Road, E7 0RA",51.54932,0.0405,11:00:00,17:00:00,No,
15 and a half Consort Road,https://programme.openhouse.org.uk/listings/3831,"As per Grand Designs, the opening roof, the retracting loo and sliding bed-bath typify this extraordinary response to constraints of a tight budget on a brownfield site. Shortlisted RIBA Awards 2006. One of nation's favourite TV houses.","15 and a half Consort Road, SE15 2PH",51.47207,-0.06408,10:00:00,17:00:00,No,
2 Chalford Road,https://programme.openhouse.org.uk/listings/13112,"A small Victorian end-terrace cottage, extended and retrofitted to allow its long term owner to continue enjoying her home into the future. A very small site, and strict planning restrictions led to an unusual inverted roof design, with an exposed structure of steel and douglas fir. The result is a complete transformation of a previously rather dark and constrained ground floor.","2 Chalford Road, SE21 8BX",51.43128,-0.09049,10:00:00,17:00:00,No,
28 Chippendale House,https://programme.openhouse.org.uk/listings/13181,Innovative refurbishment of a flat within the 40th Anniversary Civic Trust Award winning development originally conceived by Powell & Moya.,"28 Chippendale House, Churchill Gardens, SW1V 3BU",51.48671,-0.1439,11:00:00,16:00:00,Yes,Yes
37 Old Devonshire Road,https://programme.openhouse.org.uk/listings/13279,Anglo Italian Victorian Modernist Remodel,"37 OLD DEVONSHIRE ROAD, SW12 9RD",51.44609,-0.14756,10:00:00,17:00:00,No,
6 Moretown (Gensler London Studio),https://programme.openhouse.org.uk/listings/10591,"A contemporary adaptation of a 1980s office building, and home of global design firm Gensler. Each level of the building is connected by a structural timber facade and set of stairs, and the new 5th floor cantilevers from the roof.","6 Moretown, Tower Hamlets, E1W 1YW",51.50782,-0.06809,10:00:00,16:30:00,Yes,No
6 Wood Lane,https://programme.openhouse.org.uk/listings/6915,"A double-height ark floats above a masonry base & entrance footbridge.  Off the elevated living area a smokers' balcony overlooks the lush garden below. Above, semi circular terrace and winter garden nestles within the wooded surrounds.","6 Wood Lane, Highgate, N6 5UB",51.57834,-0.14663,10:00:00,17:00:00,Yes,Yes
8-10 Moorgate,https://programme.openhouse.org.uk/listings/6515,"Dutch bank ING moved its UK office to this special building in 2016.  The building blends a historic exterior (including its original Portland stone façade) with a modern 135,220 sq ft of office space. City Heritage Award winner 2015.","8-10 Moorgate, EC2R 6DA",51.5155,-0.08929,10:00:00,15:00:00,No,
81 Columbia Road,https://programme.openhouse.org.uk/listings/12567,Step into the historic charm of 81 Columbia Road Flower Market in East London.  This iconic Victorian terraced house functions as a space for a local artist who has focussed on photographs of London architecture and life.,"81 Columbia Road, E2 7RG",51.5297,-0.0691,11:00:00,17:00:00,No,
A IS FOR ARCHITECTURE - 493 Hackney Road,https://programme.openhouse.org.uk/listings/13058,"While cafes, markets, and restaurants come and go, the high street once felt immutable until online shopping and same-day delivery eroded its vitality. Our office at 493 Hackney Rd, once London’s oldest ironmongers, then a plant shop, was renovated to preserve character and serve as our long term base. We look forward to continuing the journey of opening our shop to new visitors and collaborators.","493 Hackney Road, E2 9ED",51.53245,-0.05868,10:00:00,17:00:00,No,
A Living Wonderland,https://programme.openhouse.org.uk/listings/13426,"Known as A Living Wonderland, the house serves as an immersive canvas for storytelling, collaboration, and contemporary design, where every detail has been curated with care. Playful, precise and poetic in equal measure, the home unfolds across three bedrooms, three reception rooms, and a lantern-roofed kitchen that opens onto terraced gardens.","9 De Beauvoir Square, De Beauvoir Town, N1 4LG",51.54181,-0.07907,10:00:00,14:00:00,No,
A Ruskinian Walk Through Shared Heritage,https://programme.openhouse.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of William Willett, initiator of Daylight Saving Time","Building 3, Chiswick Business Park, 566 Chiswick High Road, W4 5YA",51.49461,-0.27587,12:00:00,14:00:00,Yes,No
A walk in Peckham's Aylesham Centre - past and future,https://programme.openhouse.org.uk/listings/12597,"Find out more about Peckham's Aylesham Community Action group's work, get a sense of our neighbourhood's character on a walk with locals and discuss our campaigns against attempts for insensitive over developments in our area.
We want to engage with built environment enthusiasts and together find some answers to London's critical questions : ‘What it takes to build or destroy a community?'","10 Rye Lane, SE15 5BT",51.47274,-0.06987,13:00:00,18:00:00,Yes,No
