name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
'Tomorrow is Built Today' exhibition of Black-led self-build,https://programme.openhouse.org.uk/listings/11168,Open House of 13 Nubia Way  and oral history exhibition of Europe's largest black-led community self-build for rent initiative including archive material and new video. https://sites.gold.ac.uk/inlivingmemory/tomorrow-is-built-today/,"13, Nubia Way, Downham, Bromley, BR1 5HY",51.429857,0.0032383,11:00:00,16:00:00,No,
1 Halliwick Road,https://programme.openhouse.org.uk/listings/8767,"A low energy refurbishment of an Edwardian house, with rear extension and loft conversion. Wood fibre insulation, MVHR, airtightness layer, triple glazing, timber structure and low embodied energy materials.","1 Halliwick Road, N10 1AA",51.60121,-0.14843,10:00:00,17:00:00,No,
1 Halsbury Close,https://programme.openhouse.org.uk/listings/2693,Grade II Modernist House designed by German emigre architect Rudolf Frankel for his sister and family in 1938. The house remains relatively intact and retains the layout and original features which adhere to Modernist principles of the era.,"1 Halsbury Close, Stanmore, HA7 3DY",51.61962,-0.3152063,10:30:00,17:30:00,No,
1 Waterlow Court,https://programme.openhouse.org.uk/listings/12542,Grade 2 star listed Arts and Crafts gem  designed by Baillie-Scott,"Flat 1 Waterlow Court, Heath Close, NW11 7DT",51.57321,-0.18874,14:00:00,16:00:00,Yes,No
2 Chalford Road,https://programme.openhouse.org.uk/listings/13112,"A small Victorian end-terrace cottage, extended and retrofitted to allow its long term owner to continue enjoying her home into the future. A very small site, and strict planning restrictions led to an unusual inverted roof design, with an exposed structure of steel and douglas fir. The result is a complete transformation of a previously rather dark and constrained ground floor.","2 Chalford Road, SE21 8BX",51.43128,-0.09049,10:00:00,17:00:00,No,
200 Becontree Avenue,https://programme.openhouse.org.uk/listings/13185,"200 Becontree Avenue is an affordable housing scheme designed by Archio for Be First. The housing responds to the historic Becontree Estate, the largest public housing scheme in the world, delivering a ‘gentle density’ of 19 new homes and a community space.  

The design references the Neo-Georgian architecture of the estate, which itself marked an important departure from Victorian approaches.","200 Becontree Avenue, RM8 2TR",51.55578,0.12017,13:00:00,15:00:00,No,
44 Monsell Road,https://programme.openhouse.org.uk/listings/12728,"44 is a reconfiguration and extension of a charming and peculiar Victorian house. The original building was an opportunistic infill in the garden of an adjacent home, sitting alone behind two terraced streets. The architect and home owner saw the potential to expand the modest building, creating a pocket home which keeps their growing family in the community they have called home for 15 years.","44 Monsell Road, N4 2EJ",51.56033,-0.1039,10:00:00,18:00:00,No,
7 Meadow Lane,https://programme.openhouse.org.uk/listings/12942,"Open House of 7 Meadow Lane,  Charmaine McNally’s  home and garden. Charmaine was one of the self-build leaders in this 14 home women-led community self-build scheme.  Meadow Lane was originally the third of  Fusion Jameen’s schemes. Tim Oshodi was engaged as self-build consultant, with project management and cost control provided by Survey Design Partnership and Martin Hughes, the contracts manager.","7 Meadow Lane, SE12 9TE",51.43022,0.02709,12:00:00,17:00:00,No,
72 Kynaston Road,https://programme.openhouse.org.uk/listings/13251,"72 Kynaston Road, N16, is a typical Stoke Newington two storey terraced house.
A simple side return extension expands the kitchen/dining area and connects it to the reception rooms.
What stands out in this design are a generous oriel window seat on to the garden, a bespoke kitchen finished in cherry wood, and the clients bold choice of floor tile.","72 Kynaston Road, Stoke Newington, Hackney, N16 0ED",51.56025,-0.07848,11:00:00,14:00:00,No,
81 Columbia Road,https://programme.openhouse.org.uk/listings/12567,Step into the historic charm of 81 Columbia Road Flower Market in East London.  This iconic Victorian terraced house functions as a space for a local artist who has focussed on photographs of London architecture and life.,"81 Columbia Road, E2 7RG",51.5297,-0.0691,11:00:00,17:00:00,No,
"9 Wavell Court, Croydon",https://programme.openhouse.org.uk/listings/13285,"Wavell Court is a 1975 terrace of 17 houses, with each plot only 3.7m wide. The original designers ambitiously attempted to squeeze all the components of a functional 3-storey family home into the minimal possible width. No. 9 has been sensitvely restored to an appropriate mid-century style by the two architects who live there.","9 Wavell Court, 9 Elgin Road, Croydon, CR0 6XB",51.37633,-0.07964,13:00:00,16:00:00,Yes,No
A Quick History of the Tube,https://programme.openhouse.org.uk/listings/12581,"Explore some of the oldest – and newest – parts of London's underground rail infrastructure as you learn about the world’s first passenger underground railway and hear about its impact on the built environment. From saving London from traffic chaos in the 1850s to fuelling its expansion ever since, it's a fascinating tale of human ingenuity – and property speculation!","Meet: Outside Costa Coffee kiosk at London Paddington Station, W2 1HQ",51.5183,-0.17831,09:30:00,11:30:00,Yes,No
A Ruskinian Walk Through Shared Heritage,https://programme.openhouse.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of William Willett, initiator of Daylight Saving Time","Building 3, Chiswick Business Park, 566 Chiswick High Road, W4 5YA",51.49461,-0.27587,14:00:00,16:00:00,Yes,No
Aga Khan Centre,https://programme.openhouse.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature are its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.53757,-0.1248,10:00:00,16:00:00,Yes,No
Alexandra Road Estate Flat 85B (Rowley Way),https://programme.openhouse.org.uk/listings/12110,"Visit a recently refurbished apartment of Neave Brown’s Alexandra Road Estate in Camden. This is a 3 bed maisonette flat, lower ground and ground floor levels on block B along the pedestrian Rowley Way.","85b Rowley Way, NW8 0SN",51.5404,-0.18237,14:00:00,16:50:00,Yes,No
Alpha House,https://programme.openhouse.org.uk/listings/13329,"This 1970s home was fully extended and remodeled into a live-work space, featuring a side extension with a double-height atrium, relocated access and stairs, and a mix of original and new materials. Triple glazing, underfloor heating, and low-energy lighting enhance sustainability. A glazed landing links old and new, with bamboo landscaping for privacy.","1A Gatward Cl, N21 1AS",51.63937,-0.0999,11:00:00,18:00:00,Yes,No
"Apartment Block, 11 Kingsway Place",https://programme.openhouse.org.uk/listings/11779,"Apartment Block’ is an impeccably hand-crafted, two-storey apartment, designed by Coffey Architects as a solid piece of joinery ‘inserted’ into a Grade II listed building.","11 Kingsway Place, EC1R 0LU",51.5247289,-0.1060243,10:00:00,17:00:00,No,
Apothecaries' Hall,https://programme.openhouse.org.uk/listings/1376,A courtyard building with some of the best-preserved 17C livery hall interiors. Built on the site of the Blackfriars Priory and replacing the original hall burned down in 1666. Courtyard refurbished in 2017.,"Black Friars Lane, EC4V 6EJ",51.51282,-0.1032,10:00:00,15:00:00,No,
Art in Perpetuity Trust,https://programme.openhouse.org.uk/listings/11049,"Open Studios, provides a unique glimpse to the architectural spaces and working studios of APT artists.  Over the weekend, there is also the opportunity to see our Group Show in the Gallery, curated by and featuring APT artist's work.","6 Creekdside, Harold Wharf, SE8 4SA",51.47686,-0.02099,12:00:00,17:00:00,No,
BAPS Shri Swaminarayan Mandir,https://programme.openhouse.org.uk/listings/1645,"Europe’s first traditional Hindu temple is a masterpiece of exquisite Indian craftsmanship. Using 5,000 tonnes of Italian and Indian marble and the finest Bulgarian limestone, it was hand-carved in India before being assembled in London.","1 Pramukh Swami Road, Neasden, NW10 8HW",51.54815,-0.26073,10:00:00,16:00:00,No,
BT Tower,https://programme.openhouse.org.uk/listings/2735,"An enduring, distinctive feature of the London skyline for the last 54 years, this is a rare opportunity for members of the public to visit the famous revolving floor, 158m above the capital. After the flight the guests can watch a history of the BT Tower film in our auditorium.","45 Maple Street, W1T 4BG",51.52139,-0.13901,09:30:00,19:15:00,Yes,Yes
Bank of England Museum,https://programme.openhouse.org.uk/listings/2027,The museum is part of the Bank of England rebuilding in the 1930's by Sir Herbert Baker. One room is a reconstruction of 1793 Bank of England Stock Office by Sir John Soane.,"Bartholomew Lane, EC2R 8AH",51.51402,-0.08763,11:00:00,16:00:00,No,
Bazalgette Mausoleum,https://programme.openhouse.org.uk/listings/11170,"Portland stone mausoleum built for Sir Joseph Bazalgette, composed of an obelisk above a square rusticated base, with steps leading down to the arched entrance of the vault.","St Mary's Church, 30 St Mary's Road, Wimbledon, SW19 7BP",51.4284525,-0.2104685,12:00:00,16:00:00,No,
Brentford's Great West Road Centenary walking tour,https://programme.openhouse.org.uk/listings/13190,"The A4 Great West Road is 100-years-old in 2025. In 1933 J. B. Priestley wrote that: ""Being new, the Great West Road did not look English. We might have suddenly rolled into California."" Participants will see some of what remains of this unique corridor of Art Deco architecture and hear about some of the, famous, lost buildings of the inter war era.","The Market Place, Brentford, TW8 8FJ",51.48328,-0.30918,14:30:00,16:00:00,Yes,No
Brockley's Historic Mews,https://programme.openhouse.org.uk/listings/9008,"Guided walks through Brockley Conservation Area's quirky mews: leafy lanes, industrial units, Victorian and interesting modern architecture existing in harmony. The cherished public right of way  allows community contact with nature.","Ashby, Wickham, Breakspears Mews, Junctions with Ashby Road, SE4 1TF",51.46869,-0.0327,11:00:00,16:00:00,No,
Brockwell Hall,https://programme.openhouse.org.uk/listings/2711,"Brockwell Hall was originally built in 1811-1813 for a wealthy Ludgate Hill glass maker as the centrepiece of his estate. It has recently been restored by PRS Architects, following an initiative led by Brockwell Hall Community Partners. Original features of the Grade II* listed Recency Villa have been restored and new spaces inside the Hall created for park users and the local community to enjoy.","Brockwell Park, Herne Hill, SE24 9BJ",51.4463695,-0.1061456,10:00:00,11:15:00,Yes,No
Bruce Castle Museum,https://programme.openhouse.org.uk/listings/2728,"Tudor Manor House built for Sir William Compton in 1514, substantially altered in 17C, 18C & 19C. A museum since 1906 housing local history and community collections, archives, art & exhibitions of Bruce Castle, and Haringey area.","Lordship Lane, Tottenham, N17 8NU",51.59914939999999,-0.0754686,13:00:00,16:30:00,No,
"Bruno Court, The German Hospital",https://programme.openhouse.org.uk/listings/6802,"Modernist extension to Hackney's German Hospital, closed 1987 and converted into flats in 1999.","10 Fassett Square, E8 1BF",51.54689,-0.0661,10:00:00,12:30:00,No,
CUFOS - Community Use For the Old Station,https://programme.openhouse.org.uk/listings/11172,"The former Alexandra Palace Railway Station now run by a charity for use by local people and organisations for classes, meetings and many other leisure activities.","CUFOS, Top of The Avenue, Muswell Hill, N10 2QE",51.5947742,-0.1319197,12:30:00,16:30:00,No,
