name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
11 Hungerford Road,https://programme.openhouse.org.uk/listings/12639,"Victorian Tardis.
The original house dates from 1864, but was completely redeveloped in 1984 and fine tuned in 1993 and in 2023 by three different architects. Double height and open interiors contrast with a Victorian facade.","11 Hungerford Road, N7 9LA",51.55154,-0.12282,12:00:00,17:30:00,Yes,No
12 Church Grove,https://programme.openhouse.org.uk/listings/10389,"The first residents have moved into the capital’s biggest community-led self-build project, coordinated by the Rural Urban Synthesis Society (RUSS): 36 flats in two linked buildings, a new public riverside garden and shared community spaces. As a Community Land Trust, RUSS aims to create sustainable and permanently affordable homes in a community woven into the wider communities of Lewisham.","12 Church Grove, SE13 7UU",51.4573883,-0.0171736,10:00:00,17:00:00,Yes,No
13 Princelet Street with The Landmark Trust,https://programme.openhouse.org.uk/listings/12560,"The Landmark Trust is a national building conservation charity that restores historic properties at risk and turns them into accommodation for unique short breaks. 
Join us at 13 Princelet Street for this rare public opening to explore the building and find out more about the Landmark Trust. Information about the building will be available with our friendly and knowledgeable staff on hand.","13 Princelet Street, E1 6QH",51.51986,-0.07275,10:00:00,16:00:00,No,
137 Pancras Road,https://programme.openhouse.org.uk/listings/13309,"Now used as the atelier and showroom for the bespoke women's tailoring house Isabel Glanville, this arch is a Grade II listed building constructed in 1898 in the Gothic Revival style. It presents a rare remnant of a pointed-arch arcade which was originally used as trade stores and built by the Midland Railway Company.","137 Pancras Road, NW1 1UN",51.53359,-0.12908,10:00:00,16:00:00,No,
31 Milton Road,https://programme.openhouse.org.uk/listings/7479,"A three-storey Victorian house was split into flats in the 1970s. The current owners have turned it back into single family home, with a large open-plan ground floor and Mediterranean-style garden, discovering long-hidden Victorian features in the process. In 2025 the attic was renovated to create to create an airy master bedroom and en suite with views of both sunrise and sunset.","31 Milton Rd , Churchfield Village, Acton, W3 6QA",51.5096193,-0.264048,16:00:00,19:59:00,No,
"8 Stoneleigh Terrace (Highgate New Town, Stage 1)",https://programme.openhouse.org.uk/listings/689,"Built during the golden era of Camden public housing under Borough Architect Sydney Cook. Peter Tábori  studied with Ernő Goldfinger and worked with Denys Lasdun, and met Ken Adie when both were students at the Regent Street Polytechnic.","8 Stoneleigh Terrace, N19 5TY",51.565,-0.14171,14:00:00,16:45:00,Yes,No
"80 Mallard Place, Twickenham",https://programme.openhouse.org.uk/listings/11885,This is a beautiful house in Eric Lyons' last SPAN development from 1982,"80 Mallard Place, Twickenham, TW1 4SR",51.4359876,-0.3291416,12:30:00,18:00:00,No,
81 Columbia Road,https://programme.openhouse.org.uk/listings/12567,Step into the historic charm of 81 Columbia Road Flower Market in East London.  This iconic Victorian terraced house functions as a space for a local artist who has focussed on photographs of London architecture and life.,"81 Columbia Road, E2 7RG",51.5297,-0.0691,11:00:00,17:00:00,No,
8a Belsize Court Garages,https://programme.openhouse.org.uk/listings/5794,"Originally a late 19C coachman's living quarters and stable, this mews house combines an award-winning architects' studio and a spacious light-filled maisonette after a 2-phase carbon-reducing retrofit.","8a Belsize Court Garages, NW3 5AJ",51.5500659,-0.1709004,10:30:00,12:30:00,No,
A Quick History of the Tube,https://programme.openhouse.org.uk/listings/12581,"Explore some of the oldest – and newest – parts of London's underground rail infrastructure as you learn about the world’s first passenger underground railway and hear about its impact on the built environment. From saving London from traffic chaos in the 1850s to fuelling its expansion ever since, it's a fascinating tale of human ingenuity – and property speculation!","Meet: Outside Costa Coffee kiosk at London Paddington Station, W2 1HQ",51.5183,-0.17831,09:30:00,11:30:00,Yes,No
A Ruskinian Walk Through Shared Heritage,https://programme.openhouse.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of William Willett, initiator of Daylight Saving Time","Building 3, Chiswick Business Park, 566 Chiswick High Road, W4 5YA",51.49461,-0.27587,14:00:00,16:00:00,Yes,No
Ace Cafe London,https://programme.openhouse.org.uk/listings/7728,"Established in 1938, Ace Cafe London has become ‘the home’ for petrolheads and is known as the world’s most famous motor cafe, based on a shared passion for the rich traditions of motorcycles, cars and rock ’n’ roll.","Ace Corner, North Circular Road, Stonebridge, NW10 7UD",51.54123,-0.27748,12:00:00,15:00:00,No,
Aga Khan Centre,https://programme.openhouse.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature are its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.53757,-0.1248,10:00:00,16:00:00,Yes,No
"Air Raid Shelter, St Leonards Court",https://programme.openhouse.org.uk/listings/5819,"The Air Raid Shelter was first built in 1939 for the the residents of St Leonards Court. A dormitory annex with 48 beds was added in 1940.  Some of the original features, such as handmade lampshades, are remarkably well preserved.","Palmers Road, East Sheen, SW14 7NG",51.4671716,-0.2694297,12:00:00,16:00:00,No,
All Saints Carshalton,https://programme.openhouse.org.uk/listings/3749,"12C south aisle and former chancel. Blomfield nave, chancel, baptistry. Kempe glass, Bodley reredos and screen, spectacular Comper decorations, monuments and brasses, award-winning lighting scheme, fine modern benches.","High Street, Carshalton, SM5 3AG",51.36488,-0.16291,12:00:00,17:00:00,No,
"All Saints Church, Edmonton",https://programme.openhouse.org.uk/listings/11274,"Listed Grade ll*, All Saints Church has aspects of the fabric dating back to at least early C12 with further modification and additions in the 15th, 17th and 19th centuries.  Charles and Mary Lamb lived on Church Street, where the church is situated and are buried in the Garden of Remembrance with the churchyard.","All Saints Church, Church Street, N9 9AT",51.62622649999999,-0.065944,12:00:00,16:00:00,No,
"All Saints, Foots Cray",https://programme.openhouse.org.uk/listings/2616,"Medieval church (c1330) amended 1863 by Hakewill and retaining original elements such as windows and an arch to the north aisle, and altar tomb of Sir Simon de Vaughan.","Rectory Lane, Foots Cray, DA14 4QN",51.42158,0.12099,12:00:00,17:00:00,No,
Anderson WW2 Bomb Shelter,https://programme.openhouse.org.uk/listings/10010,"Original Anderson Shelter, set in concrete and covered in earth.
The shelter is in the back garden of a four storey 1850s terraced house. Access to the house is down five steps.  Access to the shelter is down four deep steps.","68 Richborne Terrace, SW8 1AX",51.48001739999999,-0.1184257,14:00:00,17:00:00,No,
Ashburton Park,https://programme.openhouse.org.uk/listings/13307,Explore the heritage behind Ashburton Park and the local area,"Ashburton Hall, Ashburton Park,, Lower Addiscombe Rd,, Croydon",51.38473,-0.06632,12:00:00,16:00:00,No,
Baitul Futuh Mosque,https://programme.openhouse.org.uk/listings/3600,"Guided tours of the largest purpose-built mosque in Western Europe accommodating 14,000 worshippers blending of Islamic and modern British architecture. Recent developments, involving reconstruction after a fire were completed and the magnificent new complex was opened on 4th March 2023.","Ahmadiyya Muslim Association, 181 London Road, Morden, SM4 5PT",51.3976407,-0.1995107,10:00:00,17:00:00,No,
Battersea Arts Centre,https://programme.openhouse.org.uk/listings/2267,"Step inside Battersea Arts Centre, a stunning Grade II* listed building dating back to 1893. Originally built as Battersea Town Hall, it has hosted over a century of remarkable people & unforgettable stories. Today, it’s a home for extraordinary work; from shows by some of the most exciting contemporary performance artists to transformative projects that connect & empower our local community.","Lavender Hill, SW11 5TN",51.46494,-0.16069,11:00:00,15:00:00,Yes,No
Bazalgette Mausoleum,https://programme.openhouse.org.uk/listings/11170,"Portland stone mausoleum built for Sir Joseph Bazalgette, composed of an obelisk above a square rusticated base, with steps leading down to the arched entrance of the vault.","St Mary's Church, 30 St Mary's Road, Wimbledon, SW19 7BP",51.4284525,-0.2104685,12:00:00,16:00:00,No,
Beating the Bounds,https://programme.openhouse.org.uk/listings/9208,"Setting off from the London Eye we cover icons of the South Bank before heading into the back streets to see different types of historic and contemporary architecture. The tour encompasses the area of my milk round from 1980 to 2020, eventually finishing at Borough High St..","By the London Eye Pier, The Queen's Walk, SE1 7PB",51.50342,-0.11933,11:00:00,13:00:00,Yes,No
Benjamin Franklin House,https://programme.openhouse.org.uk/listings/2347,"Just steps from Trafalgar Square, is Benjamin Franklin House, the world's only remaining Franklin home.

For nearly sixteen years between 1757 and 1775, Benjamin Franklin – scientist, diplomat, philosopher, inventor, and Founding Father of the United States – lived behind its doors.

Built circa 1730, we are a Grade I listed house, with largely original flooring and wall paneling.","36 Craven Street, WC2N 5NF",51.5076423,-0.1248869,11:00:00,17:00:00,Yes,No
"Blocks, Rods, Bricks and Fiddly Bits",https://programme.openhouse.org.uk/listings/13305,"A box of building bricks or connecting rods has given pleasure to generations of children, and tested the ingenuity of designers and makers. See an exhibition of your own childhood favourites, together with historical rarities- and try some of them of them out. Hear a talk given by architectural historian and chairman of Pollocks Toy Museum Trust Dr. Alan Powers .","Pollock's Toy Museum, unit 49 Whitgift Centre, CR0 1UQ",51.37635,-0.09895,11:00:00,17:00:00,No,
Bradbury Studios - Graeae Theatre Company,https://programme.openhouse.org.uk/listings/13268,"Bradbury Studios is the newly refurbished, accessible home of the UK's flagship disabled-led theatre company, Graeae.","138 Kingsland Road, E2 8DY",51.53243,-0.07676,11:00:00,17:00:00,No,
Brentford Then and Now/Brentford through the Ages,https://programme.openhouse.org.uk/listings/6782,"The walk starts in the Medieval market place, proceeds  through 17th century development and 18th century housing then explores 19th/20th century industrial legacy and striking new 21st century Thames-side regeneration schemes.","Market Square, Brentford,, Brentford, TW8 4EQ",51.48316,-0.30891,14:30:00,16:15:00,Yes,No
Brentham Garden Suburb,https://programme.openhouse.org.uk/listings/2571,"Britain's first co-partnership garden suburb, first houses built in 1901. Parker and Unwin's plan introduced in 1907, mainly Arts and Crafts style; fascinating social history.","The Brentham Club, 38 Meadvale Road, W5 1NP",51.5287856,-0.309085,10:30:00,12:30:00,Yes,No
Bricks of Brick Lane,https://programme.openhouse.org.uk/listings/13127,"Bricks have been used for thousands of years. This walking tour will showcase the simple brick – exploring how lumps of clay, crafted and fired by brick makers near Brick Lane have been used to build a variety of ever changing streetscapes over more than 200 years. Walking from Coate St E2 to Fashion Street E1, this tour will visit listed brick arches, housing, bathhouses and the shopping arcades of London's former 1905 Moorish Market.",Outside Ozone Coffee Roasters,51.53255,-0.06113,09:30:00,11:30:00,Yes,No
British Cardiovascular Society,https://programme.openhouse.org.uk/listings/10880,"9 Fitzroy Square is the home of the British Cardiovascular Society. In addition to original architectural features, visitors will be able to view the BCS collection of objects illustrating the history of cardiology. Last entry 3.30 pm.","British Cardiovascular Society, 9 Fitzroy Square, W1T 5HW",51.52359629999999,-0.1398657,10:00:00,16:00:00,No,
Brixton Windmill,https://programme.openhouse.org.uk/listings/1971,A wonderful reminder of Brixton's rural past and inner London's last working mill. Built in 1816 by the Ashby family who produced flour until 1934.  Restored to working order 2011. Producing flour today thanks to our volunteer millers.,"100 Blenheim Gardens, Windmill Gardens, SW2 5DA",51.45319,-0.1235,13:00:00,17:00:00,No,
Bruce Castle Museum,https://programme.openhouse.org.uk/listings/2728,"Tudor Manor House built for Sir William Compton in 1514, substantially altered in 17C, 18C & 19C. A museum since 1906 housing local history and community collections, archives, art & exhibitions of Bruce Castle, and Haringey area.","Lordship Lane, Tottenham, N17 8NU",51.59914939999999,-0.0754686,13:00:00,16:30:00,No,
