name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
All's well in Camberwell: Walking London's local government history,https://programme.openhouse.org.uk/listings/13154,"Marking the 60th anniversary of London’s 32 boroughs, this walking tour explores the evolution of local government through the story of Camberwell. It charts the development of institutions in response to intense social and economic change to shape the city we know today. We will celebrate the visible reminders of this history in the streets around us and ask: why does this matter to Londoners today?","Camberwell Green, SE5 8RT",51.47486,-0.09235,18:30:00,20:30:00,Yes,No
Andaz London Liverpool Street,https://programme.openhouse.org.uk/listings/11391,"Andaz London Liverpool Street, a concept by Hyatt, blends rich history dating back to the 1200s with modern decor and the vibrant energy of its London neighborhood.

Step inside and join us for an open house tour led by our dedicated team!","Andaz London, 40 Liverpool Street, EC2M 7QN",51.517312,-0.0813472,16:00:00,17:00:00,Yes,No
Billingsgate Roman House & Baths,https://programme.openhouse.org.uk/listings/5296,"Some of London's best Roman remains, comprising late 2C house with a 3C bath house built within its courtyard. First discovered in 1848.","101 Lower Thames Street, EC3R 6DL",51.50928,-0.08305,18:00:00,19:45:00,Yes,No
Brook Green walk,https://programme.openhouse.org.uk/listings/12421,"A walk around Brook Green with emphasis on the buried lost river, Stamford Brook.","Hammersmith station, Hammersmith and City line, W6 7AA",51.49343,-0.22501,14:30:00,16:00:00,Yes,No
Canada House,https://programme.openhouse.org.uk/listings/2783,"Canada's diplomatic home in the United Kingdom, the revitalised Canada House serves as a showcase for the very best of Canadian art and design in the 21C.","Trafalgar Square, SW1Y 5BJ",51.50802,-0.12892,11:00:00,12:00:00,Yes,No
Chelsea Physic Garden,https://programme.openhouse.org.uk/listings/13113,"Established in 1673, by the Worshipful Society of Apothecaries of London, Chelsea Physic Garden is the oldest botanical garden in London. This four-acre green space in the heart of Chelsea is home to the only botanic garden collection focused on medicinal, herbal and useful plants.","Chelsea Physic Garden, 66 Royal Hospital Road, SW3 4HS",51.48491,-0.16277,17:00:00,19:00:00,Yes,No
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5131,-0.09886,09:30:00,17:30:00,No,
Crofton Roman Villa,https://programme.openhouse.org.uk/listings/2969,"An opportunity to visit Crofton Roman Villa and view the archaeological remains of a 10 room house on former Roman farmland, inhabited from 140 AD to 400 AD and the only Roman villa open to the public in greater London!

You can also view the proposed plans and meet the team responsible for the exciting refurbishment works due to take place on the building commencing early 2026.","Crofton Road, Orpington, BR6 8AF",51.37287,0.08791,11:00:00,15:00:00,No,
Crown Court Church of Scotland,https://programme.openhouse.org.uk/listings/3284,"A Church of Scotland in London, home to the longest-established Presbyterian congregation in London, worshipping in this location in Covent Garden since 1719. The current building is red brick with Portland stone dressings in a restrained, finely crafted Free Style. Three storeys, recessed slated attic, mullioned and transomed windows. Fine stained glass, most of which is by Farrar Bell.","Russell Street, WC2B 5EZ",51.51341,-0.12106,10:00:00,17:00:00,No,
Film Locations of the City,https://programme.openhouse.org.uk/listings/13040,"A walk around places in the City you might recognise (or not) from the silver screen. Visit the impressive sites used in major films, including Harry Potter, Mission Impossible, James Bond, and many more.","Royal Exchange, EC3V 3LL",51.5136,-0.08745,18:00:00,19:00:00,Yes,No
Fitzrovia Chapel,https://programme.openhouse.org.uk/listings/6534,"Loughborough Pearson's red brick building is unimposing from the outside, but inside is a riot of Gothic Revival design. Golden mosaics reveal the character of the Grade II* listed chapel, built as part of the Middlesex Hospital.","2 Pearson Square, Fitzroy Place, W1T 3BF",51.51895,-0.13826,11:00:00,17:00:00,No,
Fulham Palace,https://programme.openhouse.org.uk/listings/1150,"Early Tudor Palace with Georgian reception rooms, Victorian Chapel, 13 acres of botanic garden and walled garden.","Bishop's Avenue, Fulham, SW6 6EA",51.47157,-0.21683,10:30:00,15:30:00,Yes,No
Hogarth's House,https://programme.openhouse.org.uk/listings/628,"Early 18th century red brick country home of artist William Hogarth, extended significantly c. 1749-1764. The 2020 extension, funded by the National Lottery Heritage Fund, added the new Weston Studio for learning and activities, and a curved glass wall in the shape of Hogarth's Line of Beauty. Delightful re-landscaped and reinterpreted walled garden containing famous ancient mulberry tree.","Hogarth Lane, Great West Road, W4 2QN",51.48725,-0.25509,14:00:00,15:00:00,Yes,No
Holy Innocents Church,https://programme.openhouse.org.uk/listings/12509,"Holy Innocents Church, South Norwood is a Church of England parish church in the south London suburb of South Norwood, dedicated to the Holy Innocents. It was built in Neo-Gothic imitation of Perpendicular architecture between 1894 and 1895 to designs by the British architect George Frederick Bodley though a planned tower was never built,. The church itself has been Grade II* listed since 1976.","192A Selhurst Rd, SE25 6XX",51.39712,-0.07994,18:00:00,22:30:00,No,
IMPACT Community Arts Centre,https://programme.openhouse.org.uk/listings/12809,We are a theatre company for performers and artists with learning disabilities in the West London area. We will put on an exhibition of artworks and costumes at our Community Arts Centre.,"Ealing Central Sports Ground, Horsenden Lane South, Greenford",51.53539,-0.32577,10:00:00,16:00:00,No,
Isleworth Public Hall,https://programme.openhouse.org.uk/listings/3004,Well-executed and colourfully detailed example of Victorian reading and vestry rooms (1863) with added public hall by S. Woodridge 1887. Beautiful details inside and out.,"South Street, Isleworth, TW7 7BG",51.46865,-0.3256,10:15:00,12:00:00,Yes,No
King's Cross Masterplan,https://programme.openhouse.org.uk/listings/7788,The Stirling-prize shortlisted King’s Cross Masterplan established a framework for the incremental redevelopment of this industrial heritage site through a mix of uses and a network of public spaces structuring new urban blocks and knitting the site into its context.,"11 Stable Street, N1C 4AB",51.5366379,-0.12543,13:00:00,15:00:00,Yes,No
London National Park City Visitors Centre,https://programme.openhouse.org.uk/listings/12692,"London is the world's first National Park City, and our visitors centre at 80 Mortimer Street is the entry point to hundreds of places to visit and things to do across a greener, healthier and wilder London.","80 Mortimer St, W1 7FE",51.51756,-0.14246,09:30:00,17:30:00,No,
National Youth Theatre,https://programme.openhouse.org.uk/listings/12046,"Public Tours tours by Architect's DSDHA and the team at National Youth Theatre of the NYT's recently redeveloped RIBA-award-winning building, which created the UK's first theatre dedicated to staging work created by young people. This project is supported by the Mayor of London.","National Youth Theatre, 443-445 Holloway Road, N7 6LW",51.55948,-0.122,18:30:00,19:15:00,Yes,No
Newington Green Unitarian Meeting House,https://programme.openhouse.org.uk/listings/13153,Newington Green Unitarian Meeting House was built in 1708 for the local Non-conformist community. By the end of the 18th century it had become a Unitarian chapel of 'rational dissent' led by minister and radical Richard Price; it welcomed early feminist Mary Wollstonecraft. It maintains its original facade and many of its internal chapel fittings. It's home to the New Unity Unitarian congregation.,"39A Newington Green, N16 9PR",51.55225,-0.08488,19:00:00,21:00:00,Yes,No
"Parish Church of St Andrew, Enfield",https://programme.openhouse.org.uk/listings/2479,"Grade ll Listed church, that has been much added to over the 800 years of its existence. We have  recently refurbished the organ which has a fine circa 1750s wooden organ case.  The Church has an eight-bell peal still in weekly use– the oldest bell dates from 1680.","The Market Place, Church Street, Enfield, EN2 6LL",51.65278,-0.08199,12:30:00,16:00:00,No,
Park Theatre,https://programme.openhouse.org.uk/listings/5381,"A £2.6m conversion of an office block into a state-of-the-art theatre with two auditoriums, cafe bar and education studio.","Clifton Terrace, N4 3JP",51.5657881,-0.108777,13:00:00,14:00:00,Yes,No
People's Museum Somers Town,https://programme.openhouse.org.uk/listings/10952,"A great little museum set in the Grade 2 listed Ossulston Estate - a prime example of pre-war Social housing - based on Karl Marx Hof in Vienna.
Open Tuesday to Friday 9am-5pm, plus Saturday 13th, Saturday 20th and Sunday 21st September 11am-4pm.","52 Phoenix Road, NW1 1ES",51.53106,-0.13095,10:00:00,16:00:00,No,
Pushkin House,https://programme.openhouse.org.uk/listings/4108,The independent cultural centre Pushkin House will contribute to this year's Open House Festival through a programme of events and community initiatives at its Grade-II listed building in Bloomsbury Square.,"5a Bloomsbury Square, WC1A 2TA",51.5182912,-0.1230772,10:00:00,18:45:00,Yes,No
RAF Biggin Hill Museum & Chapel Tour,https://programme.openhouse.org.uk/listings/1774,Join us for an internal and external tour of RAF Biggin Hill Museum and Chapel. Come along and immerse yourself in the history of Biggin Hill from the establishment of the airfield to the events of the Battle of Britain. Hear stories of the men and women who fought and worked at RAF Biggin Hill.,"Biggin Hill Memorial Museum, Main Road, Biggin Hill, Westerham",51.3271514,0.0233816,10:30:00,12:00:00,Yes,No
Rock 'n' Roll Camden Tour,https://programme.openhouse.org.uk/listings/12898,A walking tour celebrating the music venues of Camden Town. Learn about the historic bands that have played at the various sites Camden is famous for. From Pink Floyd to Amy Winehouse and beyond. Take a walk on the wild side through Camden's musical highlights.,"The Roundhouse, Chalk Farm Road, London, NW1 8EH",51.54354,-0.15191,12:00:00,14:00:00,Yes,No
St Anne's Church Wandsworth,https://programme.openhouse.org.uk/listings/12598,"St Anne's Church, a SW London landmark, nicknamed Pepperpot, celebrated its bicentenary in 2024 (Robert Smirke 1824). The church will be open September 15, 17 and 18 for guided tours and exhibits from the archives.","182 St Ann's Hill, SW18 2RS",51.45491,-0.18776,09:30:00,15:00:00,No,
"St Anne's Church, Kew Green",https://programme.openhouse.org.uk/listings/5163,"St Anne's Church, Kew Green was consecrated in 1714. Built with the support of Queen Anne it has been a place of worship for the Royal Families over the centuries. The original 'chapel' has been extended many times and the church is now a little known gem in South West London with a fascinating past.","Kew Green, TW9 3AA",51.4838,-0.28804,10:00:00,16:00:00,No,
"St Anne's Church, Limehouse",https://programme.openhouse.org.uk/listings/6270,"St Anne's Limehouse has been described as 'the finest parish church in England.' Designed by Nicholas Hawksmoor, it is Grade I listed and one of the Major Churches in the Church of England. It is home to a thriving Christian congregation.","Three Colt Street, NULL, E14 8HH",51.51167,-0.03011,10:00:00,16:00:00,No,
"St Bride's Church, Fleet Street",https://programme.openhouse.org.uk/listings/10035,"Wren designed building of 1675, interior lost in blitz of 1940, reopened 1957 with 'Wren inspired' interior","St Bride's Church, St Bride's Avenue, EC4Y 8AU",51.5137695,-0.105544,09:00:00,16:00:00,No,
St John at Hackney,https://programme.openhouse.org.uk/listings/10104,"St John at Hackney Church has been Hackney's centre of Christian worship since 1275. The current church was completed in 1792, with major restoration finished in 2020. It's a major ringing centre in East London with ten bells from 4 to 16 cwt - eight from 1957 following the 1955 fire, and two added in 2004. This very active tower rings for Sunday services, national celebrations and commemorations.","St John at Hackney Church, Lower Clapton Road, E5 0PD",51.550593,-0.0522038,18:00:00,19:00:00,Yes,No
St John's Smith Square,https://programme.openhouse.org.uk/listings/1799,"A rare example of Thomas Archer's work and a masterpiece of English Baroque, originally dubbed Queen Anne's Footstool. A Grade I listed building, restored by Marshall Sisson after extensive bombing damage, now a busy concert hall.","Smith Square, SW1P 3HA",51.4956954,-0.1270462,14:00:00,17:00:00,No,
"St Mary & St Joseph Roman Catholic Church, Poplar",https://programme.openhouse.org.uk/listings/13253,Grade II Listed.   Designed by Adrian Gilbert Scott.  Cruciform shape (120 feet by 120 feet) of steel girder and brick construction. Its Lantern tower – based on Ely Cathedral – is supported on parabolic arches 35 feet wide and 50 feet high.  The Stained Glass Windows were designed by John Wilson of Edinburgh and the Stations of the Cross  carved in Blue Horton Stone by Peter Watts.,"St Mary & St Joseph Church, Upper North Street, Poplar, London",51.51203,-0.02052,10:00:00,12:00:00,No,
St Mary Abchurch,https://programme.openhouse.org.uk/listings/1781,"St Mary Abchurch is a unique City church. Unlike almost every church in the City of London it has an almost complete Christopher Wren interior, and it has a painted dome: one of only three Wren domes in the City.","Abchurch Yard, EC4N 7BA",51.51163,-0.08824,10:00:00,16:00:00,No,
St Mary the Virgin Primrose Hill,https://programme.openhouse.org.uk/listings/13007,"St Mary's is a Victorian church famous for its second vicar Percy Dearmer who together with Ralph Vaughn Williams produced the English Hymnal in 1906.  We have a rich history of Church Music, beautiful worship and  vestments.  We also have a passion for  social justice within our community.  We were the first parish in Edmonton Diocese to have a woman vicar.","St Mary's Primrose Hill, Elsworthy Road, NW3 3DJ",51.54221,-0.16263,09:00:00,15:00:00,No,
St Mary's Church Bromley,https://programme.openhouse.org.uk/listings/11317,"A Victorian Church set in a wooded Churchyard, with a vibrant and striking set of Murals around the altar and the Choir.  Beautiful Stained Glass. 
Has indoor toilet facilities. 
A good quality well used organ in good condition, and excellent acoustics.","St Mary's Church, College Road, Bromley, BR1 3QG",51.4130778,0.015066,10:00:00,12:00:00,No,
"St Mary's Church, Battersea",https://programme.openhouse.org.uk/listings/2533,"During Open House, the Friends of Battersea Parish Church are staging a Floral Festival, organ recitals, historical displays, and on Sunday 14 September at 3pm, a concert by The London Vegetable Orchestra  “Rooted in Culture”; suitable for all ages, King Charles recently tooted a carrot to Twinkle, twinkle! On Friday 19 September at 7pm, author Lamorna Ash will join us for a Q&A and book signing.","Battersea Church Road, SW11 3NA",51.4765358,-0.1747989,10:00:00,16:00:00,Yes,No
St Mary-le-Bow,https://programme.openhouse.org.uk/listings/3873,"Founded by William the Conqueror's Archbishop Lanfranc in 1080 (the significant crypt survives) St Mary-le-Bow was rebuilt, notably by Wren after the Great Fire and by Laurence King in 1964 after WWII destruction. Home of Bow Bells.","Cheapside, EC2V 6AU",51.51372,-0.09365,09:00:00,17:00:00,No,
"St. Matthews, Upper Clapton",https://programme.openhouse.org.uk/listings/13059,"St Matthew’s is closing, following its Patronal Feast on September 21st, 2025.

A temporarily church in 1866; its foundation stone was laid in 1867. It withstood a Zeppelin attack, the Blitz, the loss of its spire, and a devastating fire - but not millennial change. 

We invite you to explore the building - a 'lost anchor' - through the voices and stories of past and present congregations.","86 Mount Pleasant Lane,, E5 9EN",51.56538,-0.05457,11:00:00,15:00:00,Yes,No
"Stratford: past, present and future",https://programme.openhouse.org.uk/listings/12011,"On the surface Stratford is all Olympics and Westfield: this tour unearths the area's Roman and religious origins, unusual buildings, famous manufacturing pioneers, 20th century hard times and considers (from above) the impacts of its newest quarter.","Maryland Station, Leytonstone Road (Outside front entrance)",51.5464,0.00603,16:30:00,18:10:00,Yes,No
"Switchboard Studios, Studio 24",https://programme.openhouse.org.uk/listings/13271,London based EJM Studio opens its doors during Open House Festival where visitors can take a look behind the scenes to understand how the studio operates.,"Switchboard Studios, EJM Studio, E17 5QJ, E17 5QJ",51.59401,-0.04198,11:00:00,17:00:00,No,
The Literary City,https://programme.openhouse.org.uk/listings/13039,"A walking tour of the City, visiting key areas associated with famous writers, from Shakespeare, Dr Johnson, Oscar Wilde, and many others.","St MaryAldermary Garden, Love Lane, EC2P 2NQ",51.51635,-0.0934,18:00:00,19:00:00,Yes,No
The Swedenborg Society,https://programme.openhouse.org.uk/listings/889,"Grade II-listed Georgian domestic building c.1760, formerly part of the Bedford Estate. Interior refurbished 1925 to form lecture hall (restored 2014), library, bookshop and offices. Oak woodwork and green Doulton tiles line the staircase.","Swedenborg House, 20-21 Bloomsbury Way, WC1A 2TH",51.51803,-0.12284,10:30:00,12:30:00,Yes,No
Urbanist Architecture Studio,https://programme.openhouse.org.uk/listings/13135,Step into Urbanist Architecture’s private studio in the heart of Greenwich. Explore a space crafted by our interior designers and join our team for insightful talks on tackling Minor Developments in Backland/Infill Sites and navigating the complexities of Green and Grey Belt planning.,"2 Little Thames Walk, SE8 3FB",51.48081,-0.02039,13:00:00,17:00:00,Yes,No
Walworth Garden,https://programme.openhouse.org.uk/listings/10950,"Our timber-frame building was designed by Matrix Feminist Design Co-Operative, and built by women. It represents our community's history of activism - the same ethos that transformed our site from dereliction into a thriving community garden. At a time when women’s voices were largely excluded from the built environment, Matrix created community spaces with care, collaboration and social purpose.","206 Manor Place, SE17 3BN",51.4871574,-0.1019914,10:00:00,17:00:00,No,
"White House, Becontree Estate",https://programme.openhouse.org.uk/listings/201,"The White House is a contemporary and community art space operated by Create London. Formerly an 18th-century farmhouse, the space was transformed in 2016 by Apparata into a new model for arts engagement.

The White House is currently exhibiting 'Stranger in Silver Walking on Air', an immersive exhibition by Turner Prize-nominated artist Delaine Le Bas, inspired by Roma & Traveller histories.","884 Green Lane, Becontree , RM8 1BX",51.56146,0.13278,11:00:00,17:00:00,Yes,No
