name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Adẹ̀kọ́ & Co. Studio: Behind the Story,https://programme.openhouse.org.uk/listings/13433,"Step inside Adẹ̀kọ́ & Co., an interior design Studio located in The Design District. The District is made up of 16 buildings designed by 8 pioneering architects housing 170 workspaces. Join us for immersive activities, explore our creative process, materials, and moodboards, and enjoy a Q&A with founder Tolù Adẹ̀kọ́.","3.2, Building A4, 10 Monro Way, The Design District, SE10 0EJ",51.49986,0.00515,11:00:00,14:00:00,No,
Andaz London Liverpool Street,https://programme.openhouse.org.uk/listings/11391,"Andaz London Liverpool Street, a concept by Hyatt, blends rich history dating back to the 1200s with modern decor and the vibrant energy of its London neighborhood.

Step inside and join us for an open house tour led by our dedicated team!","Andaz London, 40 Liverpool Street, EC2M 7QN",51.517312,-0.0813472,11:00:00,17:00:00,Yes,Yes
Broadwater Farm Estate Tour inc visit to New Homes site,https://programme.openhouse.org.uk/listings/13101,Join us for a walking tour of Broadwater Farm Estate and see close up building of the first new council homes being built on the estate for 50 years and visit our Terrace Garden projects.,"BWF Community Centre N17, Tottenham, N17 6HG",51.59571,-0.0845,11:00:00,13:00:00,Yes,No
Bush Theatre - Backstage Tours,https://programme.openhouse.org.uk/listings/11992,"Explore the Bush Theatre, West London’s home of new writing. Get a behind the scenes look at our fifty-year history, including how over 2016 we transformed our 128-year-old building into an accessible and sustainable modern theatre.","Bush Theatre, 7 Uxbridge Rd, W12 8LJ",51.50525,-0.22601,12:00:00,16:45:00,Yes,Yes
C2 Clod Ensemble Studios : Design District,https://programme.openhouse.org.uk/listings/11214,"The building, designed by Mole Architects, comprises a top-lit, 2,000 square foot rehearsal studio, open-plan office, music production studio. 

Constructed entirely from timber, clad in weathered corten steel and designed to limit energy consumption.","C2 Cripps Yard, Soames Walk, Design District, SE10 0BQ",51.50019,0.00604,12:00:00,16:00:00,Yes,No
Canada Water Masterplan,https://programme.openhouse.org.uk/listings/12778,"Guiding the development of a new urban centre at the heart of south-east London's Rotherhithe peninsula, historically a network of working docks and canals connected to the River Thames - and recently the home of a 1980s low density shopping centre. Sitting between two underground stations and two waterbodies, it offers the opportunity to create a characterful, well-connected London neighbourhood.","Canada Water Underground Station, SE16 2XU",51.49794,-0.04949,13:00:00,14:30:00,Yes,Yes
Chiswick Town Hall,https://programme.openhouse.org.uk/listings/2865,"Built initially as a vestry, it was later extended. Victorian and Edwardian interiors with rich tiles and stunning stained glass, one of the most beautiful Victorian interiors in London.","Heathfield Terrace, W4 4JN",51.4914109,-0.2656707,12:15:00,15:00:00,Yes,No
Christ Church,https://programme.openhouse.org.uk/listings/2462,"Grade II* listed church with ragstone tower, spire, good stained glass by Kempe and recently restored William Hill organ. A characteristic work of Scott. It is Gothic Revival in the style of the 13C.","Wanstead Place, E11 2SW",51.57762,0.02428,09:00:00,13:00:00,No,
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5131,-0.09886,09:30:00,17:30:00,No,
Culture House,https://programme.openhouse.org.uk/listings/13159,Culture House is the first permanent exhibition space for Somali artefacts curated by the Somali community.,"5A, Uxbridge Road, W12 8LJ",51.50508,-0.22558,12:00:00,18:00:00,Yes,No
