name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
100 Liverpool Street,https://openhouselondon.open-city.org.uk/listings/8278,"Undergoing major redevelopment, 100 Liverpool Street  provides a positive working environment of 433,000 sq ft of bright and airy office space, 90,000 sq ft of of new shops and restaurants across three levels,.","100 Liverpool Street pedestrianised access, EC2M 2RH",51.5183046,-0.0830936,12:00:00,14:15:00,No,
38 Grosvenor Square,https://openhouselondon.open-city.org.uk/listings/10266,"A beautiful Mayfair town house c 1727 original to the Square. Transformed 1776 by John Johnson for Duke of Dorset; magnificent staircase, lavish ‘Adamesque’ entertaining suite. Mid-C19 Italianate front by Thomas Cundy.","38 Grosvenor Square, Mayfair, W1K 4AG",51.5105161,-0.1515592,12:00:00,15:00:00,No,
All Hallows Twickenham,https://openhouselondon.open-city.org.uk/listings/8725,"All Hallows is a Grade I Listed building with an interesting history. Built by Sir Christopher Wren in Lombard Street, London. The tower, bells, cloister and many furnishings were moved to Twickenham in 1939 as the building had subsidence.","Erncroft Way, Twickenham , TW1 1DA",51.4536937,-0.3350975,10:00:00,16:00:00,No,
Anise Gallery / AVR London ,https://openhouselondon.open-city.org.uk/listings/6446,An 1870s Zion Chapel on the Malham Road industrial Estate recently renovated into a family home. Guided tours of the Old Chapel will be available throughout the day.,"27-33 Malham Road, SE23 1AH",51.4431677,-0.0483133,12:00:00,16:00:00,No,
Argentine Ambassador's Residence ,https://openhouselondon.open-city.org.uk/listings/2060,Known as the 'Independent North Mansion' and christened by Sydney Herbert as 'Belgrave Villa' and then simply 'The Villa' by his successor the 6th Duke of Richmond. Owned by Argentina since 1936 and with sumptuous interiors still intact.,"49 Belgrave Square, SW1X 8QZ",51.5005504,-0.1531897,12:00:00,17:00:00,No,
Chiswick House,https://openhouselondon.open-city.org.uk/listings/2862,"One of the earliest and finest examples of Neo-Palladian design in the UK, Chiswick House is an 18C villa in west London. The 65 acres of Grade I listed gardens are the birthplace of the English Landscape Movement.","The Estate Office, Chiswick House, W4 2QN",51.4854919,-0.2576476,10:00:00,16:00:00,Yes,Unknown
City Information Centre,https://openhouselondon.open-city.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. This subtly reflective surface provides a striking counterpoint to St Paul's. RIBA Award Winner 2009.,"St Paul's Churchyard, EC4M 8BX",51.5132944,-0.0989526,10:00:00,16:00:00,No,
Dreamings collage art exhibition,https://openhouselondon.open-city.org.uk/listings/10275,"A collage art exhibition. Every day except Monday and Tuesday. A talk ""Why Collage?"" on Sunday evening at 7, followed by a Q&A and an art raffle for charity","The Brook Pub, 38 New Rd, Brentford TW8 0NU, TW8 0NU",51.4882787,-0.3046688,12:00:00,23:00:00,No,
Enfield To Fork - Edmonton Green Shopping Centre,https://openhouselondon.open-city.org.uk/listings/10236,"The Museum of Enfield is this year bringing its temporary exhibition to you! “From Enfield to Fork” explores the borough’s history and relationship with food, from Roman Enfield to Market Gardening.","62 Smythe Close, N9 0TZ",51.6241568,-0.0578985,10:00:00,16:00:00,No,
Estorick Collection of Modern Italian Art ,https://openhouselondon.open-city.org.uk/listings/7787,"The Estorick Collection is housed in a beautiful Georgian building previously known as Northampton Lodge. Today, the museum comprises six galleries over three floors, as well as a library, offices, a café and bookshop.","39a Canonbury Square, N1 2AN",51.5439931,-0.0998909,16:00:00,16:45:00,No,
