name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
1 Halliwick Road,https://openhouselondon.open-city.org.uk/listings/8767,"A low energy refurbishment of an Edwardian house, with rear extension and loft conversion. Wood fibre insulation, MVHR, airtightness layer, triple glazing, timber structure and low embodied energy materials.","1 Halliwick Road, N10 1AA",51.601234,-0.1482044,09:30:00,18:00:00,No,
186A Uxbridge Road,https://openhouselondon.open-city.org.uk/listings/10257,"Semi-detached residential 2-bed house totally refurbished by the owner-architect.
The main works included demolition of str. walls to achieve open plan living, new bathrooms, kitchen, porch, windows, green roof, UFH and insulation.","186A Uxbridge Road, W7 3TB",51.5082289,-0.3412144,10:00:00,19:00:00,No,
33,https://openhouselondon.open-city.org.uk/listings/10392,"A three-storey decorative folly, drawing sightlines through the central park towards the Victorian terraces beyond. The structure is timber studwork, with the design featuring a galvanized steel, powder coated staircase in vibrant yellow.","East Parkside, SE10 0FR",51.4983379,0.0085919,11:00:00,16:00:00,No,
38 Grosvenor Square,https://openhouselondon.open-city.org.uk/listings/10266,"A beautiful Mayfair town house c 1727 original to the Square. Transformed 1776 by John Johnson for Duke of Dorset; magnificent staircase, lavish ‘Adamesque’ entertaining suite. Mid-C19 Italianate front by Thomas Cundy.","38 Grosvenor Square, Mayfair, W1K 4AG",51.5105161,-0.1515592,10:00:00,16:00:00,No,
6 Orsman Road,https://openhouselondon.open-city.org.uk/listings/9039,"Designed with the whole life carbon footprint of the development in mind, this 5,000 sqm office building explores the principles of reduce, reuse and recycle using low carbon, low impact materials in both its structure and fit out.","6 Orsman Road, N1 5RA",51.5361487,-0.0787612,10:00:00,14:30:00,No,
"8 Stoneleigh Terrace (Highgate New Town, Stage 1)",https://openhouselondon.open-city.org.uk/listings/689,"Built during the golden era of Camden public housing under Borough Architect Sydney Cook. Peter Tábori  studied with Ernő Goldfinger and worked with Denys Lasdun, and met Ken Adie when both were students at the Regent Street Polytechnic.","8 Stoneleigh Terrace, N19 5TY",51.5644935,-0.1433845,14:00:00,17:00:00,No,
A Ruskinian Walk Through Shared Heritage,https://openhouselondon.open-city.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of Wm Willett, of Daylight Saving Time","Chiswick Business Park, 566, Chiswick High Road , W4 5YA",51.4930625,-0.2747704,12:00:00,14:00:00,No,
AHMM Mini-City Home Inventors,https://openhouselondon.open-city.org.uk/listings/10224,Join AHMM and shrink to the size of a mouse to enter the miniature world of ‘Home Inventors’. Decorate and model a tiny fun place to live and add it to a miniature city – watch it grow and change as homes are added to its streetscape!,"Crossrail Place, E14 5AB",51.5049381,-0.0194961,11:00:00,16:00:00,No,
Acland Burghley School,https://openhouselondon.open-city.org.uk/listings/2882,An important example of 1960s comprehensive school design in the Brutalist style. Acland Burghley has recently celebrated its 50th anniversary and a Grade II listing.,"93 Burghley Road, NW5 1UJ",51.5573971,-0.1396506,10:00:00,16:00:00,No,
Aga Khan Centre,https://openhouselondon.open-city.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature are its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.5375703,-0.1248016,10:00:00,17:00:00,Yes,Unknown
Alderman Jones House,https://openhouselondon.open-city.org.uk/listings/8952,Becontree Estate two storey cottage house with garden located on a banjo.,"322 Parsloes Avenue , Dagenham, RM9 5QL",51.5499898,0.1326619,11:00:00,16:00:00,No,
All Hallows Twickenham,https://openhouselondon.open-city.org.uk/listings/8725,"All Hallows is a Grade I Listed building with an interesting history. Built by Sir Christopher Wren in Lombard Street, London. The tower, bells, cloister and many furnishings were moved to Twickenham in 1939 as the building had subsidence.","Erncroft Way, Twickenham , TW1 1DA",51.4536937,-0.3350975,10:00:00,16:00:00,No,
Amott Road,https://openhouselondon.open-city.org.uk/listings/9829,"Modest single storey side extension, internal kitchen refurbishment and external landscaping works.","19 Amott Road, Peckham, SE15 4HU",51.4639715,-0.0698211,10:00:00,16:00:00,No,
Anise Gallery / AVR London ,https://openhouselondon.open-city.org.uk/listings/6446,An 1870s Zion Chapel on the Malham Road industrial Estate recently renovated into a family home. Guided tours of the Old Chapel will be available throughout the day.,"27-33 Malham Road, SE23 1AH",51.4431677,-0.0483133,12:00:00,16:00:00,No,
Argentine Ambassador's Residence ,https://openhouselondon.open-city.org.uk/listings/2060,Known as the 'Independent North Mansion' and christened by Sydney Herbert as 'Belgrave Villa' and then simply 'The Villa' by his successor the 6th Duke of Richmond. Owned by Argentina since 1936 and with sumptuous interiors still intact.,"49 Belgrave Square, SW1X 8QZ",51.5005504,-0.1531897,12:00:00,17:00:00,No,
Ashbourne Grove,https://openhouselondon.open-city.org.uk/listings/10393,Single storey rear and side extension and full internal refurbishment of a ground floor flat.,"57 Ashbourne Grove, East Dulwich, SE22 8RN",51.4580591,-0.0784913,10:00:00,16:00:00,No,
Ashraya,https://openhouselondon.open-city.org.uk/listings/10310,"'Ashraya' is a contemporary low carbon 'Paragraph 79' house located in the heart of the Chiltern Hills, Hertfordshire. The house was designed by British architects Kirkland Fraser Moor (KFM) and completed in 2021.","Ashraya (Next to The Walled Garden), Stocks Road, Aldbury, HP23 5RZ",51.8182003,-0.6087733,11:00:00,16:00:00,No,
