name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Aga Khan Centre,https://openhouselondon.open-city.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature are its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.5375703,-0.1248016,16:00:00,19:00:00,Yes,Unknown
Alderman Jones House,https://openhouselondon.open-city.org.uk/listings/8952,Becontree Estate two storey cottage house with garden located on a banjo.,"322 Parsloes Avenue , Dagenham, RM9 5QL",51.5499898,0.1326619,11:00:00,16:00:00,No,
Barking Town Centre Tour,https://openhouselondon.open-city.org.uk/listings/5980,Barking town centre has seen significant development over recent years with substantial growth in housing and infrastructure. These guided tours will visit existing award winning schemes and set out the vision for the future of the town.,"1 Town Square, Barking, IG11 7LU",51.5361848,0.0790368,14:00:00,16:30:00,Yes,Unknown
Belle Vue,https://openhouselondon.open-city.org.uk/listings/8535,"Belle Vue is a holistic retirement community, set within landscaped courts and gardens with communal and neighbourhood facilities.","Rowland Hill Street, Hampstead, NW3 2AB",51.5524341,-0.1648899,11:00:00,12:00:00,No,
Boston Manor House and Park Walks,https://openhouselondon.open-city.org.uk/listings/10142,"Visitors will be shown around Boston Manor Park on short walks led by volunteers, focusing on the History of Boston Manor House and area.
The House is closed as part of a 5 year redevelopment project, re-opening early 2022.","Boston Manor House, Boston Manor Road, Brentford, TW8 9JX",51.4923414,-0.3185845,10:30:00,11:15:00,No,
Celebrating workplaces of key workers: The Story of Schools - a virtual tour with a London Blue Badge Tourist Guide,https://openhouselondon.open-city.org.uk/listings/9380,"School and former school buildings dot the urban landscape - from Bluecoat Schools, Ragged Schools and huge numbers of Board Schools they tell the history of education in London.","Virtual Tour, SW1P 3PB",51.52271,-0.0861537,19:00:00,20:30:00,Yes,Unknown
Creating thoughtful homes with Studio Hallett Ike ,https://openhouselondon.open-city.org.uk/listings/10267,"Studio Hallett Ike take We Design Homes through a journey of award-winning home the ‘ER Residence’, as well as other upcoming exceptionally designed homes driven by a want to deliver meaningful, articulate and passionate architecture.","Online Event, E14 2BE",51.5101854,-0.0049002,18:30:00,19:30:00,No,
Cycle the City with PTE,https://openhouselondon.open-city.org.uk/listings/10278,"Join architects, Pollard Thomas Edwards on an afternoon of ‘post occupancy evaluation by bike’, a fun way to analyse the impact of some of their completed projects in central London.","Motion, Lea Bridge Road , Waltham Forest , E10 7NU",51.5669354,-0.0345841,13:45:00,19:00:00,No,
Dreamings collage art exhibition,https://openhouselondon.open-city.org.uk/listings/10275,"A collage art exhibition. Every day except Monday and Tuesday. A talk ""Why Collage?"" on Sunday evening at 7, followed by a Q&A and an art raffle for charity","The Brook Pub, 38 New Rd, Brentford TW8 0NU, TW8 0NU",51.4882787,-0.3046688,17:00:00,23:00:00,No,
Enfield To Fork - Edmonton Green Shopping Centre,https://openhouselondon.open-city.org.uk/listings/10236,"The Museum of Enfield is this year bringing its temporary exhibition to you! “From Enfield to Fork” explores the borough’s history and relationship with food, from Roman Enfield to Market Gardening.","62 Smythe Close, N9 0TZ",51.6241568,-0.0578985,10:00:00,16:00:00,No,
