name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
1 Finsbury Avenue,https://openhouselondon.open-city.org.uk/listings/8957,1 Finsbury Avenue is a Grade II listed building constructed in the early 1980s by Arup Associates (Peter Foggo). As the first building in the Broadgate development it was significant in defining the speculative office typology in London.,"1 Finsbury Avenue, EC2M 2PF",51.51971,-0.0850292,10:00:00,15:45:00,No,
38 Grosvenor Square,https://openhouselondon.open-city.org.uk/listings/10266,"A beautiful Mayfair town house c 1727 original to the Square. Transformed 1776 by John Johnson for Duke of Dorset; magnificent staircase, lavish ‘Adamesque’ entertaining suite. Mid-C19 Italianate front by Thomas Cundy.","38 Grosvenor Square, Mayfair, W1K 4AG",51.5105161,-0.1515592,10:00:00,16:00:00,No,
A River's Tale. A guided walk along the Thames Path ,https://openhouselondon.open-city.org.uk/listings/10187,"For about an hour and a half we will walk along the Thames Path from Millennium Bridge  finishing at the old Billingsgate Fish Market along the way learning of the prosperity, power, prestige and plague this great river has brought us","St. Paul's Churchyard, EC4M 8BX",51.5130959,-0.0988858,11:00:00,12:30:00,No,
A Ruskinian Walk Through Shared Heritage,https://openhouselondon.open-city.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of Wm Willett, of Daylight Saving Time","Chiswick Business Park, 566, Chiswick High Road , W4 5YA",51.4946941,-0.2761194,14:00:00,16:00:00,No,
Abbey Mills Pumping Station,https://openhouselondon.open-city.org.uk/listings/803,"Abbey Mills pumping station 'A', built by engineer Joseph Bazalgette, Edmund Cooper and architect Charles Driver. Built between 1865 and 1868 it has been described as the cathedral of sewage.","Abbey Lane, E15 2RN",51.5316884,-0.0039021,10:00:00,17:00:00,Yes,Unknown
"Airport House, Historic Croydon Airport",https://openhouselondon.open-city.org.uk/listings/3545,Unique Grade II* listed 1928 Government building in restrained neoclassical style. Britain's first intercontinental airport terminal. Landmark building featuring the world's oldest Air Traffic Control Tower. Upgraded to Grade II* in 2017.,"Purley Way, Croydon, CR0 0XZ",51.3563076,-0.1160461,10:00:00,15:30:00,Yes,Unknown
Alderman Jones House,https://openhouselondon.open-city.org.uk/listings/8952,Becontree Estate two storey cottage house with garden located on a banjo.,"322 Parsloes Avenue , Dagenham, RM9 5QL",51.5499898,0.1326619,12:00:00,16:00:00,No,
All Saints Carshalton,https://openhouselondon.open-city.org.uk/listings/3749,"12C south aisle and former chancel. Blomfield nave, chancel, baptistry. Kempe glass, Bodley reredos and screen, spectacular Comper decorations, monuments and brasses, award-winning lighting scheme, fine modern benches.","High Street, Carshalton, SM5 3AG",51.3651242,-0.1611753,00:00:00,23:59:00,No,
All Saints Church (The Old Church) ,https://openhouselondon.open-city.org.uk/listings/3020,"Original parish church of Chingford, with Norman foundations and interesting monuments.
Tudor porch.","Old Church Road, Chingford, E4 8BU",51.6228047,-0.0168678,14:00:00,16:00:00,No,
"All Saints Church, Edmonton",https://openhouselondon.open-city.org.uk/listings/2456,Church dating back to at least early C12. Charles and Mary Lamb are buried in the churchyard.,"Church Street, Edmonton, N9 9PE",51.6260409,-0.0663422,13:00:00,17:00:00,No,
"All Saints, Foots Cray",https://openhouselondon.open-city.org.uk/listings/2616,"Medieval church (c1330) amended 1863 by Hakewill and retaining original elements such as windows and an arch to the north aisle, and altar tomb of Sir Simon de Vaughan.","Rectory Lane, Foots Cray, DA14 4QN",51.4248285,0.1089291,12:00:00,16:00:00,No,
Amelia Street,https://openhouselondon.open-city.org.uk/listings/8368,"A new Peabody housing development of 55 homes to rent and buy and ground floor commercial space. All of the homes are dual aspect, with large private balconies and terraces as well as access to a landscaped communal garden.","2 Amelia Street, SE17 3PY",51.490133,-0.0971316,11:00:00,16:00:00,No,
Ancient Livery Companies in the City of London,https://openhouselondon.open-city.org.uk/listings/10242,Ancient Livery Companies of the City of London,"Guildhall Yard, Gresham Street, EC2V 7HH",51.5151073,-0.0921272,10:45:00,15:45:00,No,
Architecture and Art in the City ,https://openhouselondon.open-city.org.uk/listings/10240,Architecture and Art in the City,"Guildhall Yard, Gresham Street, EC2V 7HH",51.515568,-0.091634,10:15:00,15:15:00,No,
BAPS Shri Swaminarayan Mandir,https://openhouselondon.open-city.org.uk/listings/1645,"Europe’s first traditional Hindu temple is a masterpiece of exquisite Indian craftsmanship. Using 5,000 tonnes of Italian and Indian marble and the finest Bulgarian limestone, it was hand-carved in India before being assembled in London.","1 Pramukh Swami Road, Neasden, NW10 8HW",51.5474305,-0.2615212,09:00:00,17:00:00,No,
Baitul Futuh Mosque,https://openhouselondon.open-city.org.uk/listings/3600,"Largest purpose-built mosque in Western Europe accommodating 13,000 worshippers. The building is a blend of Islamic and modern British architecture and incorporates much of the structure of an old dairy site.","Ahmadiyya Muslim Association, 181 London Road, Morden, SM4 5PT",51.3963918,-0.1999859,10:00:00,17:00:00,No,
Baker Street Complex,https://openhouselondon.open-city.org.uk/listings/10249,"In 1863, Baker Street was one of the stations on the world's first subterranean metro line. The Metropolitan Railway developed the area around the station to incorporate offices and even residential flats. This tour explores that history.","17 Allsop Place, NW1 5RS",51.5239034,-0.1579577,10:15:00,16:00:00,No,
Barking Riverside London,https://openhouselondon.open-city.org.uk/listings/600,"A new sustainable neighbourhood being created alongside 2km of south-facing Thames river frontage. A partnership with The Mayor of London and L&Q, 10,800 new homes will house up to 29,000 people.","The Wilds at Barking Riverside, Northgate Road, Barking, IG11 0AN",51.5254427,0.1242973,00:00:00,23:59:00,Yes,Unknown
"Barts Pathology Museum, Queen Mary University of London",https://openhouselondon.open-city.org.uk/listings/10272,"Barts Pathology Museum is based in the grounds of St Bartholomews Hospital at West Smithfield and houses over 4,000 medical specimens on display over 3 mezzanine levels of the Victorian museum.","3rd Floor Robin Brook Centre, St Bartholomew's Hospital, West Smithfield, EC1A 7BE",51.517496,-0.1000463,14:00:00,17:00:00,No,
Battersea's Hidden Parks,https://openhouselondon.open-city.org.uk/listings/10145,"Walking tour introducing nine smaller local parks and public gardens, and revealing their history. Led by Clare Graham, Chair of the Society's Open Spaces Committee and author of 'Discovering Battersea's Open Spaces: a walking guide'.","Battersea Park Road, Battersea, SW11 4LR",51.4727231,-0.1629321,14:00:00,15:30:00,Yes,Unknown
Bedford Park Walking Tour,https://openhouselondon.open-city.org.uk/listings/2569,"Bedford Park is a planned suburb of 1877-86 and a precursor to the Garden Cities and Garden Suburbs. You'll see houses, churches, and public houses by leading 19th century architects Richard Norman Shaw, EW Godwin, EJ May, Maurice B Adams.","1 Priory Gardens, W4 1TT",51.4963073,-0.2539543,14:00:00,16:30:00,No,
Benjamin Franklin House,https://openhouselondon.open-city.org.uk/listings/2347,"Grade I listed Georgian house, the only surviving home of Benjamin Franklin, retaining many original features including central staircase, lathing, 18th Century panelling, stoves, windows, fittings and beams.","36 Craven Street, WC2N 5NF",51.5076706,-0.1249787,11:00:00,16:00:00,Yes,Unknown
Bevin Court ,https://openhouselondon.open-city.org.uk/listings/2214,One of London's hidden Modernist gems. Lubetkin's motto 'Nothing is too good for ordinary people' resonates through this building.,"Cruikshank Street, WC1X 9HA",51.5303935,-0.1130874,11:00:00,11:45:00,No,
Blackbook Winery,https://openhouselondon.open-city.org.uk/listings/7388,"Blackbook Winery is in a converted Victorian railway arch.  It is open plan, with all equipment required to process, ferment and age wine on site – press, tanks, barrels etc.  Our grapes come from English growers within 2 hours of London.","Arch 41, London Stone Business Estate, Broughton Street, SW8 3QR",51.4721366,-0.1507852,11:00:00,17:00:00,No,
"Blackheath Society Historic Walk, Blackheath SE3",https://openhouselondon.open-city.org.uk/listings/6448,Neil Rhind will lead this historic walk along the north and east side of the Heath.,"1 Shooters Hill Rd, Blackheath, SE3 7AR",51.4734504,0.0124314,14:30:00,15:45:00,No,
"Bluebell Centre, Perivale Wood Nature Reserve",https://openhouselondon.open-city.org.uk/listings/8635,The low carbon building is a straw bale construction built on compacted tyres with a cedar roof.  In the Perivale Nature Reserve owned by the Selborne Society it is used for society meeting and as an education centre for adults and schools.,"between 36 & 38 Sunley Gardens, Perivale, UB6 7PE",51.5387675,-0.3264989,11:00:00,16:00:00,No,
Blythe House and Olympia,https://openhouselondon.open-city.org.uk/listings/10144,Blythe House is an amazing full-on late Victorian design for the Post-Office Savings Bank. Olympia is a major exhibition venue in west London. The walk will also cover the former Joseph Lyons' factory Cadby Hall.,"Meeting point Olympia Station, Overground and District line, Hammersmith Road,, W14 8UX",51.4966334,-0.2105483,11:00:00,12:30:00,No,
Bow Baptist Church,https://openhouselondon.open-city.org.uk/listings/9142,Bow Baptist Church has met on its current site near Bow Bridge since at least 1785. It currently occupies a purpose built ground floor of a multi-storey residential building completed in 2012.,"1 Payne Road, E3 2SP",51.5295906,-0.015946,13:00:00,17:00:00,No,
Bow Church – St Mary,https://openhouselondon.open-city.org.uk/listings/1019,"Medieval village church, restored in late 19C and after bomb damage in WWII. 15C font and memorials from five centuries. Grade II* listed. Refurbished for 700th anniversary in 2011; the bell tower and cupola were restored in 2017-18.","230 Bow Road, E3 3AH",51.5287753,-0.0167013,12:30:00,15:30:00,No,
"Branch Place, Colville Estate",https://openhouselondon.open-city.org.uk/listings/8204,"Contemporary public housing for Hackney Council. 
Two medium-rise, brick-built urban buildings of 116 mixed-tenure homes with landscaped communal spaces and a revised street network.

Zoom meeting link: https://bit.ly/36N9PKo","Branch Place, Hackney, N1",51.5073509,-0.1277583,11:00:00,12:00:00,No,
Brentford Canal Toll House and Gauging Lock,https://openhouselondon.open-city.org.uk/listings/6146,Single-storey canal toll house (1911) where tolls were collected for passing through the lock. Grand Junction Canal connected the Thames at Brentford to the Industrial Midlands in 1794 at the height of the industrial revolution.,"Access off High Street, Brentford, TW8 8EE",51.4821386,-0.306442,10:00:00,16:00:00,No,
Brentham Garden Suburb,https://openhouselondon.open-city.org.uk/listings/2571,"Britain's first co-partnership garden suburb, first houses built 1901. Parker and Unwin's plan introduced 1907, mainly Arts and Crafts style; fascinating social history.","The Brentham Club, 38 Meadvale Road, W5 1NP",51.5289008,-0.3082987,10:30:00,12:30:00,No,
Brockley 3 Peaks Walk,https://openhouselondon.open-city.org.uk/listings/9117,"A circular 5 mile walk, mainly through parkland with beautiful views across London from the 3 peaks – Hilly Fields, Blythe Hill Fields and One Tree Hill.  The walk is easy to moderately difficult. One Tree Hill is not wheelchair friendly.","Pistachios in the Park, Hilly Fields, Brockley, SE4 1LB",51.4601434,-0.0241747,10:00:00,14:30:00,No,
Brockley's Historic Mews,https://openhouselondon.open-city.org.uk/listings/9008,"Brockley Conservation Area's quirky mews are a mixture of leafy lanes and industrial units, with Victorian and interesting modern architecture existing in harmony. The cherished public right of way  allows community contact with nature.","Ashby, Wickham, Breakspears Mews, Junctions with Ashby Road, SE4 1TF",51.4673725,-0.0332473,10:30:00,16:00:00,No,
