name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
'Tomorrow is Built Today' exhibition of Black-led self-build,https://programme.openhouse.org.uk/listings/11168,Open House of 13 Nubia Way  and oral history exhibition of Europe's largest black-led community self-build for rent  iintiative including archive material and new video. https://sites.gold.ac.uk/inlivingmemory/tomorrow-is-built-today/,"13, Nubia Way, Downham, Bromley, BR1 5HY",51.429857,0.0032383,11:00:00,16:00:00,No,
1 Halliwick Road,https://programme.openhouse.org.uk/listings/8767,"A low energy refurbishment of an Edwardian house, with rear extension and loft conversion. Wood fibre insulation, MVHR, airtightness layer, triple glazing, timber structure and low embodied energy materials.","1 Halliwick Road, N10 1AA",51.601234,-0.1482044,10:00:00,17:00:00,No,
1.20 Oxo Tower Wharf,https://programme.openhouse.org.uk/listings/8766,"Unit 1.20 is one of 25 workshop and retail units in Oxo Tower Wharf and overlooks the courtyard towards the Bargehouse building from the first floor walkway. It is a multi-purpose space used as a workshop, showroom and teaching space.","Unit 1.20, The Courtyard, Oxo Tower Wharf, Bargehouse Street",51.5083463,-0.1082762,13:00:00,16:00:00,No,
137 A Evering Road,https://programme.openhouse.org.uk/listings/12018,The building is a set of four flats. Ours is Flat A in the basement. It has a unique interior and a long narrow garden.,"137 Evering Road, Flat A, N16 7BU",51.55935,-0.06567,12:30:00,17:30:00,No,
195 Mare Street,https://programme.openhouse.org.uk/listings/11871,195 Mare Street,"195 Mare St, E8 3QE",51.5408349,-0.0554502,11:00:00,17:00:00,No,
215 Mare Street,https://programme.openhouse.org.uk/listings/12130,"Morris+Company moved to Hackney in September 2022, a year in occupation and in collaboration with the 215 Mare St residents, it will open doors to the community and the wider public, featuring exhibitions, workshops and tours of the studios","215 Mare Street, E8 3QE",51.54152,-0.05552,11:00:00,18:00:00,No,
"28 Lawrence Road, N15 4EG",https://programme.openhouse.org.uk/listings/11916,"The building serves as a live-and-work site for creatives, as well as our organisation, which plays an important role in the local community's life. We have two offices here, along with our Community Hub, which was designed by studio Unit38","28 Lawrence Road, N15 4EG",51.5875728,-0.0794826,11:00:00,17:00:00,No,
3 Arbuthnot Road,https://programme.openhouse.org.uk/listings/12085,Open day / weekend of a contemporary house extension within a conservation area. The build was completed in 2022.,"3 Arbuthnot Road, SE14 5LS",51.46961,-0.05053,10:00:00,16:00:00,No,
4 Bayer House,https://programme.openhouse.org.uk/listings/435,Part of Golden Lane Estate which was the first public housing to be listed. A maisonette with much of the original detailing and finishes.,"Golden Lane Estate, EC1Y 0RN",51.5225133,-0.09526169999999999,10:00:00,15:30:00,Yes,No
6 Wood Lane,https://programme.openhouse.org.uk/listings/6915,"A double-height ark floats above a masonry base & entrance footbridge.  Off the elevated living area a smokers' balcony overlooks the lush garden below. Above, semi circular terrace and winter garden nestles within the wooded surrounds.","6 Wood Lane, Highgate, N6 5UB",51.5787173,-0.1456532,10:30:00,16:00:00,Yes,True
