name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
'Latin London' Walking Tours,https://programme.openhouse.org.uk/listings/11654,"This tour allows participants to experience the city via its Early Modern Latin monuments, inscriptions and poetry, made accessible via modern translations. (c.1500-1700).
It runs from Tower of London to St Paul's Cathedral (c. 2.5 hours).","Traitors' Gate, Tower of London, EC3N 4DR",51.5074464,-0.0769224,10:00:00,12:30:00,Yes,True
1 Halliwick Road,https://programme.openhouse.org.uk/listings/8767,"A low energy refurbishment of an Edwardian house, with rear extension and loft conversion. Wood fibre insulation, MVHR, airtightness layer, triple glazing, timber structure and low embodied energy materials.","1 Halliwick Road, N10 1AA",51.601234,-0.1482044,10:00:00,17:00:00,No,
10 Downing Street,https://programme.openhouse.org.uk/listings/2738,10 Downing Street has been the residence of British Prime Ministers since 1735. Behind its famous black door the most important decisions affecting Britain for the last 284 years have been taken.,"10 Downing Street, SW1A 2AA",51.503541,-0.1276699,11:00:00,15:00:00,Yes,No
137 A Evering Road,https://programme.openhouse.org.uk/listings/12018,The building is a set of four flats. Ours is Flat A in the basement. It has a unique interior and a long narrow garden.,"137 Evering Road, Flat A, N16 7BU",51.55935,-0.06567,12:30:00,17:30:00,No,
15 and a half Consort Road,https://programme.openhouse.org.uk/listings/3831,"As per Grand Designs, the opening roof, the retracting loo and sliding bed-bath typify this extraordinary response to constraints of a tight budget on a brownfield site. Shortlisted RIBA Awards 2006. One of nation's favourite TV houses.","15 and a half Consort Road, SE15 2PH",51.4720392,-0.0640998,10:00:00,17:00:00,No,
195 Mare Street,https://programme.openhouse.org.uk/listings/11871,195 Mare Street,"195 Mare St, E8 3QE",51.5408349,-0.0554502,11:00:00,17:00:00,No,
198 Contemporary Arts and Learning,https://programme.openhouse.org.uk/listings/12124,We will be offering tours of this RIBA and AJ Retrofit award winning building. The architect will be on hand to discuss the design and construction process. We will also run  curator led tours of  the exhibition in our gallery spaces. This project is supported by the Mayor of London.,"198 Contemporary Arts and Learning, 198 Railton Road, SE24 0JT",51.45402,-0.10386,12:00:00,17:00:00,Yes,No
215 Mare Street,https://programme.openhouse.org.uk/listings/12130,"Morris+Company moved to Hackney in September 2022, a year in occupation and in collaboration with the 215 Mare St residents, it will open doors to the community and the wider public, featuring exhibitions, workshops and tours of the studios","215 Mare Street, E8 3QE",51.54152,-0.05552,11:00:00,18:00:00,No,
"28 Lawrence Road, N15 4EG",https://programme.openhouse.org.uk/listings/11916,"The building serves as a live-and-work site for creatives, as well as our organisation, which plays an important role in the local community's life. We have two offices here, along with our Community Hub, which was designed by studio Unit38","28 Lawrence Road, N15 4EG",51.5875728,-0.0794826,11:00:00,17:00:00,No,
3 Arbuthnot Road,https://programme.openhouse.org.uk/listings/12085,Open day / weekend of a contemporary house extension within a conservation area. The build was completed in 2022.,"3 Arbuthnot Road, SE14 5LS",51.46961,-0.05053,10:00:00,16:00:00,No,
