name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
33 Buchanan Gardens,https://programme.openhouse.org.uk/listings/11892,A residential family home. The architecture and design was created in collaboration with Studio 1 Architecture/Studio Fuse (practice has featured on Grand Designs) and Designer Decoresidence whose founder resides in the property.,"33 Buchanan Gardens, NW10 5AD",51.5341549,-0.2277966,10:00:00,15:00:00,No,
Art for the many: Hammersmith's radical river,https://programme.openhouse.org.uk/listings/11984,"A raft of influential creators who transformed British design and typography – including William Morris, Emery Walker, Edward Johnston and Eric Gill all lived in Hammersmith. Explore the area's artistic and political legacy in a walk combining beauty and usefulness.","Outside Riverside Studios, W6 9BN",51.48874,-0.22829,14:00:00,15:30:00,Yes,Yes
Bank/Monument station,https://programme.openhouse.org.uk/listings/11819,"In 2023, Bank/Monument station completed a major upgrade that increased the station's capacity by 40%. Yet while much of the Bank/Monument complex is new, the station dates back over 100 years.  This tour will showcase its history.","Bank/Monument Complex, Princes St, EC3V 3LA",51.513388,-0.0889145,19:00:00,20:00:00,Yes,Yes
Barking Town Centre Tour,https://programme.openhouse.org.uk/listings/5980,Barking town centre has seen significant development over recent years with substantial growth in housing and infrastructure. These guided tours will visit existing award winning schemes and set out the vision for the future of the town.,"1 Town Square, Barking, IG11 7LU",51.5360164,0.07875209999999999,14:00:00,16:30:00,Yes,Yes
Camden Green Loop Walking Tour,https://programme.openhouse.org.uk/listings/12167,"A walking tour led by Footways London that demonstrates the guiding principles of the Camden Green Loop, a strategy to build public spaces that better serve local communities, including the Camden Highline.","Camden Collective, NW1 8NJ",51.54054,-0.14299,18:00:00,19:30:00,Yes,Yes
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5132944,-0.0989526,09:30:00,17:30:00,No,
Clissold House,https://programme.openhouse.org.uk/listings/12100,Clissold House is an 18th century grade II* listed mansion located in Clissold Park. Bursting with original features such as sash windows and fireplaces it's an amazing place to visit.,"Stoke Newington Church Street, Clissold Park, N16 9HJ",51.56169,-0.08823,17:00:00,19:00:00,Yes,Yes
Donald Insall Associates - Selected Project Exhibition,https://programme.openhouse.org.uk/listings/12040,"We will open the doors of our London office to showcase a selection of our projects, celebrating new buildings and the conservation of existing buildings in the historic context. We welcome discussion and debate from all.","12 Devonshire Street, W1G 7AB",51.52208,-0.14663,18:00:00,20:30:00,No,
Fleet Street Heritage Information Project and Sundial,https://programme.openhouse.org.uk/listings/10644,"This new sundial faces East so gets only morning sun. It is 10 m. square and was opened in 2021, and is publicly accessible 24/7","61 Fleet Street, EC4Y 1JU",51.51412879999999,-0.1080343,09:00:00,14:30:00,Yes,Yes
Jerram Falkus Construction Ltd,https://programme.openhouse.org.uk/listings/11742,"Based in Shoreditch since the start of the centaury and still family owned, Jerram Falkus would like to open its office doors, for visitors to see our unique garden and sympathetically refurbished offices, along with history of the company","14 Anning St, EC2A 3LQ",51.5248024,-0.07802890000000001,17:30:00,20:00:00,No,
London Open Form Pavilion of Air,https://programme.openhouse.org.uk/listings/11855,"A floating roof of sound, GPS-triggered & accessed by headphones & Echoes app to playfully reframe public space as an essential community engagement. One of 15 in an international series drawing on Oskar & Zofia Hansen’s Open Form concept.","Kensington Gardens, W2 3XA",51.50478,-0.175,07:00:00,20:00:00,No,
Museum of Croydon Behind the Scenes Tour,https://programme.openhouse.org.uk/listings/12045,We propose to open the Museum of Croydon stores for an intimate guided tour of our stored collections also featuring an overview of collection care. This activity will take approximately 1hr and can cater for a maximum of 8 people.,"Croydon Clocktower, Katharine St, CR9 1ET",51.37226,-0.09939,11:00:00,14:15:00,Yes,Yes
National Youth Theatre,https://programme.openhouse.org.uk/listings/12046,"Public Tours tours by Architect's DSDHA and the team at National Youth Theatre of the NYT's recently redeveloped RIBA-award-winning building, which created the UK's first theatre dedicated to staging work created by young people. This project is supported by the Mayor of London.","National Youth Theatre, 443-445 Holloway Road, N7 6LW",51.55927,-0.12248,18:15:00,19:00:00,Yes,Yes
People's Museum Somers Town,https://programme.openhouse.org.uk/listings/10952,"A great little museum set in the Grade 2 listed Ossulston Estate - a prime example of pre-war Social housing - based on Karl Marz Hof in Vienna.
Open Wednesdays to Saturdays throughout Festival 
Sunday 11th Event","52 Phoenix Road, NW1 1ES",51.5310613,-0.1309568,12:00:00,18:00:00,Yes,Yes
Phoenix Gardens Community Building,https://programme.openhouse.org.uk/listings/6841,"The first purpose-built new-build community centre to be built in the heart of Soho for generations, located within the renowned Phoenix Gardens. Winner: RIBA London Award. Designed by RIBA London Architect of the Year Winner.","21 Stacey Street    , WC2H 8DG",51.5144001,-0.1285292,13:30:00,17:00:00,Yes,Yes
Pitzhanger Manor & Gallery,https://programme.openhouse.org.uk/listings/1369,"Designed by Sir John Soane as a family home and country residence. Following a three-year conservation project,  Pitzhanger has been returned to Soane’s innovative original design and re-opened to the public in March 2019.","Mattock Lane, Ealing, W5 5EQ",51.51144919999999,-0.3073139,17:00:00,20:00:00,Yes,Yes
Poroban studio,https://programme.openhouse.org.uk/listings/11347,"Poroban is a multi-disciplinary design studio, based off Old Kent Road, specialising in low carbon building design. We are offering free design surgeries throughout September and are hosting an open day on Saturday 9th Sept.","43 Madron Street, SE17 2LE",51.48900930000001,-0.0790748,09:30:00,16:00:00,Yes,Yes
Present & Correct Stationers,https://programme.openhouse.org.uk/listings/11947,"Architecture for London designed and built a new home for stationers Present & Correct in a heritage retail unit. In a nod to the neighbouring British Museum, cabinets as 'wunderkammer' display the stationery as objects of desire.","12 Bury Place, WC1A 2JL",51.51846,-0.1242,11:00:00,18:00:00,No,
Public Practice Talks (Online Only),https://programme.openhouse.org.uk/listings/12246,"Bringing together placemakers from across England. Join us for an online event series led by our Associates and discover the questions, challenges, and inspirations at the forefront of their minds after one year of working in local gov.","Online, Online, EC1R 3DA",51.52336,-0.10871,13:00:00,14:00:00,Yes,Yes
