name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
"""Chinese"" Garage",https://programme.openhouse.org.uk/listings/11337,A Grade II listed motor garage and petrol station built in the style of a Japanese pagoda in 1928. Now a Tesco Express.,"Chinese Garage, Stone Park Avenue, BR3 3FE",51.3988696,-0.0188405,07:00:00,23:00:00,No,
'Maiden Voyage' by JeeYoung Lee,https://programme.openhouse.org.uk/listings/10752,"For NOW Gallery’s 2022 Art Commission JeeYoung Lee has created an environment inspired by memories, dreams, emotions, and her personal experience. The artist reinterprets her psychological landscape and thoughts into this environment.","NOW Gallery, Greenwich Peninsula, SE10 0SQ",51.5003067,0.0049082,11:00:00,16:00:00,No,
1 Finsbury Avenue,https://programme.openhouse.org.uk/listings/8957,1 Finsbury Avenue is a Grade II listed building constructed in the early 1980s by Arup Associates (Peter Foggo). As the first building in the Broadgate development it was significant in defining the speculative office typology in London.,"1 Finsbury Avenue, EC2M 2PF",51.5197209,-0.0844746,15:00:00,16:45:00,Yes,No
1 Halsbury Close,https://programme.openhouse.org.uk/listings/2693,Grade II Modernist House designed by German emigre architect Rudolf Frankel for his sister and family in 1938. The house remains relatively intact and retains the layout and original features which adhere to Modernist principles of the era.,"1, HALSBURY CLOSE, STANMORE, HA7 3DY",51.61962,-0.3152063,10:00:00,18:00:00,No,
17a–79b Mansfield Road (access to two flats),https://programme.openhouse.org.uk/listings/11287,"The long terrace at 17a–79b Mansfield Road was the last part of the post-war Gospel Oak Redevelopment Area to be completed, and formed part of the London Borough of Camden’s ‘Golden Era’ of housing under borough architect Sydney Cook.","45a and 69b Mansfield Road, NW3 2JE",51.5542048,-0.153068,15:00:00,16:00:00,Yes,No
186A Uxbridge Road,https://programme.openhouse.org.uk/listings/10257,"Semi-detached residential 2-bed house totally refurbished by the owner-architect.
The main works included demolition of str. walls to achieve open plan living, new bathrooms, kitchen, porch, windows, green roof, UFH and insulation.","186A Uxbridge Road, W7 3TB",51.5082289,-0.3412144,11:00:00,18:00:00,No,
264 Westbourne Park Road,https://programme.openhouse.org.uk/listings/4169,"New building as an urban accent - two independent houses atop each other. Contemporary in design it draws from the tectonic composition of adjacent Victorian houses. Features include rain water harvesting,  roof garden, solar water heating.","264 Westbourne Park Road, W11 1EJ",51.5171083,-0.2049709,13:30:00,17:00:00,No,
3D Printing at Design District,https://programme.openhouse.org.uk/listings/11331,"We are opening the doors of our 3D Printing Studio at the Design District for all to experience the wonders of 3D printing. Come learn about this innovative technology, touch the materials, and see 3D printers in action!","10 Monro Way, Unit 1.1, Building A4, Greenwich",51.4996556,0.0053615,10:00:00,17:00:00,No,
A Ruskinian Walk Through Shared Heritage,https://programme.openhouse.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of Wm Willett, of Daylight Saving Time","Chiswick Business Park, 566",51.4930625,-0.2747704,14:00:00,16:00:00,Yes,No
A walk through the 'Great White City',https://programme.openhouse.org.uk/listings/11298,A walk though White City exploring how its built environment has transformed multiple times in the past century and discussing what developers have emphasized and downplayed about the area's heritage to attract people to the area.,In front of Japan Centre Ichiba Supermarket Uni,51.5097506,-0.2224808,14:00:00,16:15:00,Yes,No
Altab Ali Park,https://programme.openhouse.org.uk/listings/11340,"Altab Ali Park was renamed in 1998 after a murdered 25-year-old Bangladeshi Sylheti clothing worker. Formerly known as St. Mary's Park, it is the site of the old 14 C white church, St. Mary Matfelon which gave Whitechapel its name.","Alder Street,, E1 1FD",51.51538,-0.0672139,07:00:00,23:00:00,No,
Argentine Ambassador's Residence,https://programme.openhouse.org.uk/listings/2060,"""ARGENTINA AT THE LONDON DESIGN FESTIVAL 2022"" 
During Open House Festival people will have the unique opportunity to visit and explore the historic mansion host to the exhibition “Creative experience- From Argentina to the world”","49 Belgrave Square, SW1X 8QZ",51.5005504,-0.1531897,11:00:00,18:00:00,No,
Art in Perpetuity Trust,https://programme.openhouse.org.uk/listings/11049,"Open Studios, provides a unique glimpse to the architectural spaces and working studios of APT artists.  Over the weekend, there is also the opportunity to see our Group Show in the Gallery, curated by and featuring APT artist's work.","6 Creekdside, Harold Wharf, SE8 4SA",51.4765207,-0.0210711,12:00:00,17:00:00,No,
BAPS Shri Swaminarayan Mandir,https://programme.openhouse.org.uk/listings/1645,"Europe’s first traditional Hindu temple is a masterpiece of exquisite Indian craftsmanship. Using 5,000 tonnes of Italian and Indian marble and the finest Bulgarian limestone, it was hand-carved in India before being assembled in London.","1 Pramukh Swami Road, Neasden, NW10 8HW",51.5478932,-0.2624312,10:00:00,16:00:00,No,
Barbican Centre,https://programme.openhouse.org.uk/listings/2131,"The Barbican Centre is a world-class arts, learning and conference centre set in the Grade II listed Barbican Estate – one of London’s best examples of Brutalist architecture.","Silk Street, EC2Y 8DS",51.5198778,-0.0916239,14:30:00,15:30:00,Yes,No
Benjamin Franklin House,https://programme.openhouse.org.uk/listings/2347,"Grade I listed Georgian house, the only surviving home of Benjamin Franklin, retaining many original features including central staircase, lathing, 18th Century panelling, stoves, windows, fittings and beams.","36 Craven Street, WC2N 5NF",51.5076423,-0.1248869,10:00:00,16:00:00,No,
Blackbook Winery,https://programme.openhouse.org.uk/listings/7388,"Blackbook Winery is in a converted Victorian railway arch.  It is open plan, with all equipment required to process, ferment and age wine on site – press, tanks, barrels etc.  Our grapes come from English growers within 2 hours of London.","Arch 41, London Stone Business Estate",51.471804,-0.1508668,11:00:00,17:00:00,No,
Blenheim Gardens Estate,https://programme.openhouse.org.uk/listings/10954,Blenheim Gardens Estate was designed and built in the late 1960s - early 1970s by Lambeth’s Architecture Department under Ted Hollamby. It marks the shift from system-built high-rise towards communal and pedestrian-dominated spaces.,"24 Prague Place, Brixton Hill, SW2 5ED",51.4556086,-0.1271517,15:00:00,16:30:00,Yes,No
"Bluebell Centre, Perivale Wood Nature Reserve",https://programme.openhouse.org.uk/listings/8635,The low carbon building is a straw bale construction built on compacted tyres with a cedar roof.  In the Perivale Nature Reserve owned by the Selborne Society it is used for society meeting and as an education centre for adults and schools.,"between 36 & 38 Sunley Gardens, Perivale",51.5387675,-0.3264989,10:00:00,16:00:00,No,
Brentford Canal Toll House and Gauging Lock,https://programme.openhouse.org.uk/listings/6146,Single-storey canal toll house (1911) where tolls were collected for passing through the lock. Grand Junction Canal connected the Thames at Brentford to the Industrial Midlands in 1794 at the height of the industrial revolution.,"Access off High Street, Brentford, TW8 8EE",51.4849898,-0.3017247,10:00:00,16:00:00,No,
Bruce Castle Museum,https://programme.openhouse.org.uk/listings/2728,"Tudor Manor House built for Sir William Compton in 1514, substantially altered in 17C, 18C & 19C. A museum since 1906 housing local history and community collections, archives, art & exhibitions of Bruce Castle, and Haringey area.","Bruce Castle Museum,, Lordship Lane, Tottenham",51.5991494,-0.0754686,13:00:00,16:30:00,Yes,No
C1,https://programme.openhouse.org.uk/listings/10383,"An open and welcoming building, intent on fostering community. A rooftop basketball court crowns three storeys of studio space, all accessible via open-air staircases doubling as communal spaces.","C1, The Gateway Pavilions, Design District",51.5003266,0.0049875,10:00:00,16:00:00,No,
C3 - Bureau,https://programme.openhouse.org.uk/listings/10391,"C3 is home to Bureau, a members club at the heart of Design District. Its undulating white facade creates informal pockets of space on the interior, ideal for flexible working models.","C3, 13 Soames Walk, SE10 0AX",51.4996712,0.0062057,10:00:00,16:00:00,No,
CUFOS - Community Use For the Old Station,https://programme.openhouse.org.uk/listings/11172,"The former Alexandra Palace Railway Station now run by a charity for use by local people and organisations for classes, meetings and many other leisure activities.","CUFOS, Top of The Avenue, Muswell Hill, N10 2QE",51.5947742,-0.1319197,13:30:00,17:30:00,No,
Camden Place (Chislehurst Golf Club),https://programme.openhouse.org.uk/listings/2774,"Grade ll* early 18C mansion.  Unique panelled dining room from the Chateau de Bercy, 18C Dutch wall paintings and  exquisite original plaster ceiling and Grade ll Temple shaped folly  by James 'Athenian' Stuart. .  Golf Club from 1894.ple s","Camden Place, Camden Park Road, Chislehurst",51.4108808,0.0655663,15:00:00,17:15:00,No,
Canal club community centre reopening party,https://programme.openhouse.org.uk/listings/11373,"Learn about architect Julian Sofaer and join in with activities related to our community garden.

Draw local endangered flowers: 
Sunday 3pm - 4pm

Learn about fruit & veg grown locally: 
Saturday 2.30pm - 4pm 
Sunday 1pm - 2.30pm","Canal club community centre, Waterloo gardens",51.5341582,-0.0523902,13:00:00,17:00:00,No,
Cannizaro Studios,https://programme.openhouse.org.uk/listings/6925,"Victorian Potting sheds converted to artists' studios set within the grounds of Grade II listed Cannizaro Park.
The eight resident artists will be displaying their work during the festival at these unique studios.","The old Potting sheds, Cannizaro Park, SW19 4UW",51.423552,-0.2307117,10:30:00,17:30:00,No,
Carshalton Water Tower and Historic Gardens,https://programme.openhouse.org.uk/listings/3745,"Early 18C Grade II listed building incorporating plunge bath with Delft tiles, orangery, saloon and pump chamber with part-restored water wheel. Hermitage and sham bridge in grounds.","West Street, Carshalton, SM5 2QG",51.3655577,-0.1670357,13:00:00,17:00:00,No,
Central Hill Estate,https://programme.openhouse.org.uk/listings/6556,"Tree-lined housing estate on the ridge of Central Hill & Crystal Palace, incorporating open spaces, views over London, gardens and sense of community. Rosemary Stjernstedt Ted Hollamby Adrian Sansom, Lambeth Borough Architects 1963.",Central Hill Bowl (behind Gipsy Hill Police Sta,51.4194278,-0.0843493,15:00:00,17:30:00,Yes,No
