name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
1 Finsbury Avenue,https://openhouselondon.open-city.org.uk/listings/8957,1 Finsbury Avenue is a Grade II listed building constructed in the early 1980s by Arup Associates (Peter Foggo). As the first building in the Broadgate development it was significant in defining the speculative office typology in London.,"1 Finsbury Avenue, EC2M 2PF",51.5197209,-0.0844746,10:00:00,15:45:00,No,
1.20 Oxo Tower Wharf,https://openhouselondon.open-city.org.uk/listings/8766,"Unit 1.20 is one of 25 workshop and retail units in Oxo Tower Wharf and overlooks the courtyard towards the Bargehouse building from the first floor walkway. It is a multi-purpose space used as a workshop, showroom and teaching space.","Unit 1.20, The Courtyard, Oxo Tower Wharf, Bargehouse Street , SE1 9PH",51.5083463,-0.1082762,10:00:00,13:00:00,Yes,Unknown
10 Downing Street,https://openhouselondon.open-city.org.uk/listings/2738,10 Downing Street has been the residence of British Prime Ministers since 1735. Behind its famous black door the most important decisions affecting Britain for the last 284 years have been taken.,"10 Downing Street, SW1A 2AA",51.503541,-0.1276699,11:00:00,16:00:00,Yes,Unknown
23 Sedgeford Road,https://openhouselondon.open-city.org.uk/listings/10304,"Completely carbon neutral terraced house following a retrofit solar, batteries and air source heat pump installation. Existing radiators, double glazing and roof / loft insulation.","23 Sedgeford Rd, Shepherds Bush, W12 0NA",51.5089903,-0.2445241,10:00:00,16:30:00,No,
33 Genotin Road,https://openhouselondon.open-city.org.uk/listings/10395,"Modern build concrete structure, glass exterior, 4 storeys plus a basement.  These are now totally used by Microsoft Ltd (previously Metaswitch Networks Ltd) as offices for up to 500 employees.","33 Genotin Road, Enfield, EN1 2AG",51.65088,-0.0791519,10:00:00,14:00:00,No,
"373 Euston Road, Birbeck College",https://openhouselondon.open-city.org.uk/listings/9543,"The refurbishment and roof extension of 7-storey building at 373 Euston Road to accommodates a 180-person lecture theatre, high-quality classrooms, as well as formal and informal co-learning spaces.","373 Euston Road, NW1 3AR",51.5237678,-0.1424736,10:00:00,12:45:00,No,
38 Grosvenor Square,https://openhouselondon.open-city.org.uk/listings/10266,"A beautiful Mayfair town house c 1727 original to the Square. Transformed 1776 by John Johnson for Duke of Dorset; magnificent staircase, lavish ‘Adamesque’ entertaining suite. Mid-C19 Italianate front by Thomas Cundy.","38 Grosvenor Square, Mayfair, W1K 4AG",51.5105161,-0.1515592,10:00:00,15:00:00,No,
6 Wood Lane,https://openhouselondon.open-city.org.uk/listings/6915,"A double-height ark floats above a masonry base & entrance footbridge.  Off the elevated living area a smokers' balcony overlooks the lush garden below. Above, semi circular terrace and winter garden nestles within the wooded surrounds.","6 Wood Lane, Highgate, N6 5UB",51.5787173,-0.1456532,10:30:00,16:45:00,No,
A River's Tale. A guided walk along the Thames Path ,https://openhouselondon.open-city.org.uk/listings/10187,"For about an hour and a half we will walk along the Thames Path from Millennium Bridge  finishing at the old Billingsgate Fish Market along the way learning of the prosperity, power, prestige and plague this great river has brought us","St. Paul's Churchyard, EC4M 8BX",51.5132944,-0.0989526,11:00:00,12:30:00,No,
A Ruskinian Walk Through Shared Heritage,https://openhouselondon.open-city.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of Wm Willett, of Daylight Saving Time","Chiswick Business Park, 566, Chiswick High Road , W4 5YA",51.4930625,-0.2747704,12:00:00,14:00:00,No,
A tour of Victorian Bromley ,https://openhouselondon.open-city.org.uk/listings/10270,A virtual tour that tells the story of Bromley's phenomenal growth in the late 19thC using many Victorian photos to fade in over the modern view to show how the town progressed from a rural market town to suburb in about 20 yrs.,"East St, North St, High Street, Bromley, BR1 1NN",51.4068185,0.0159317,00:00:00,23:59:00,No,
A virtual visit to Bromley Palace and Park ,https://openhouselondon.open-city.org.uk/listings/10271,A Georgian Palace built in 1776 for the Bishops of Rochester. Enlarged and improved by Victorian entrepreneur Coles Child from 1842.  The building and its adjoining park was taken over Bromley Council in 1983,"Bromley Civic Centre , Stockwell Close , Bromley, BR1 3UH",51.4040913,0.0200754,07:00:00,11:45:00,No,
Abbey Mills Pumping Station,https://openhouselondon.open-city.org.uk/listings/803,"Abbey Mills pumping station 'A', built by engineer Joseph Bazalgette, Edmund Cooper and architect Charles Driver. Built between 1865 and 1868 it is described as the cathedral of sewage.
Follow this link to book: https://bit.ly/abbeymills","Abbey Lane, E15 2RN",51.5322173,-0.0037856,00:00:00,23:59:00,Yes,Unknown
Aga Khan Centre,https://openhouselondon.open-city.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature are its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.5375703,-0.1248016,10:00:00,17:00:00,Yes,Unknown
Alderman Jones House,https://openhouselondon.open-city.org.uk/listings/8952,Becontree Estate two storey cottage house with garden located on a banjo.,"322 Parsloes Avenue , Dagenham, RM9 5QL",51.5499898,0.1326619,11:00:00,16:00:00,No,
All Saints Carshalton,https://openhouselondon.open-city.org.uk/listings/3749,"12C south aisle and former chancel. Blomfield nave, chancel, baptistry. Kempe glass, Bodley reredos and screen, spectacular Comper decorations, monuments and brasses, award-winning lighting scheme, fine modern benches.","High Street, Carshalton, SM5 3AG",51.3651363,-0.1616349,00:00:00,23:59:00,No,
All Saints Church (The Old Church) ,https://openhouselondon.open-city.org.uk/listings/3020,"Original parish church of Chingford, with Norman foundations and interesting monuments.
Tudor porch.","Old Church Road, Chingford, E4 8BU",51.6222923,-0.0165785,10:00:00,16:00:00,No,
"All Saints Church, Edmonton",https://openhouselondon.open-city.org.uk/listings/2456,Church dating back to at least early C12. Charles and Mary Lamb are buried in the churchyard.,"Church Street, Edmonton, N9 9PE",51.6260409,-0.0663422,10:00:00,17:00:00,No,
"All Saints, Foots Cray",https://openhouselondon.open-city.org.uk/listings/2616,"Medieval church (c1330) amended 1863 by Hakewill and retaining original elements such as windows and an arch to the north aisle, and altar tomb of Sir Simon de Vaughan.","Rectory Lane, Foots Cray, DA14 4QN",51.4246187,0.1090664,11:00:00,16:00:00,No,
Alton Estate,https://openhouselondon.open-city.org.uk/listings/7698,Alton Estate is renowned for its mix of high-rise Le Corbusian architecture in Alton West & its low-rise Scandinavian approach to modernism in Alton East. Designed by the London County Council  architects they completed in 1959.,"49 Danebury Avenue, Roehampton, SW15 4DQ",51.4495974,-0.242327,13:00:00,14:00:00,No,
Arcola Outside (Arcola Theatre),https://openhouselondon.open-city.org.uk/listings/5040,"Arcola Outside is a brand-new outdoor performance space and bar in the heart of Dalston, designed by multi-award-winning stage designer Jon Bausor. A flexible, multi-purpose space, for live performances, screenings, installations and more.","2 Ashwin Street, E8 3DL",51.5464947,-0.0743871,10:30:00,12:30:00,No,
BAPS Shri Swaminarayan Mandir,https://openhouselondon.open-city.org.uk/listings/1645,"Europe’s first traditional Hindu temple is a masterpiece of exquisite Indian craftsmanship. Using 5,000 tonnes of Italian and Indian marble and the finest Bulgarian limestone, it was hand-carved in India before being assembled in London.","1 Pramukh Swami Road, Neasden, NW10 8HW",51.5478932,-0.2624312,09:00:00,17:00:00,No,
Baitul Futuh Mosque,https://openhouselondon.open-city.org.uk/listings/3600,"Largest purpose-built mosque in Western Europe accommodating 13,000 worshippers. The building is a blend of Islamic and modern British architecture. Recent developments, involving reconstruction following a fire, are nearing completion.","Ahmadiyya Muslim Association, 181 London Road, Morden, SM4 5PT",51.3976407,-0.1995107,10:00:00,17:00:00,No,
Baker Street Complex,https://openhouselondon.open-city.org.uk/listings/10249,"In 1863, Baker Street was one of the stations on the world's first subterranean metro line. The Metropolitan Railway developed the area around the station to incorporate offices and even residential flats. This tour explores that history.","17 Allsop Place, NW1 5RS",51.5239034,-0.1579577,10:15:00,16:00:00,No,
Barking Riverside London,https://openhouselondon.open-city.org.uk/listings/600,"A new sustainable neighbourhood being created alongside 2km of south-facing Thames river frontage. A partnership with The Mayor of London and L&Q, 10,800 new homes will house up to 29,000 people.","The Wilds at Barking Riverside, Northgate Road, Barking, IG11 0AN",51.5254427,0.1242973,00:00:00,23:59:00,Yes,Unknown
"Barts Pathology Museum, Queen Mary University of London",https://openhouselondon.open-city.org.uk/listings/10272,"Barts Pathology Museum is based in the grounds of St Bartholomews Hospital at West Smithfield and houses over 4,000 medical specimens on display over 3 mezzanine levels of the Victorian museum.","3rd Floor Robin Brook Centre, St Bartholomew's Hospital, West Smithfield, EC1A 7BE",51.517496,-0.1000463,14:00:00,17:00:00,No,
Battersea's Hidden Parks,https://openhouselondon.open-city.org.uk/listings/10145,"Walking tour introducing nine smaller local parks and public gardens, and revealing their history. Led by Clare Graham, Chair of the Society's Open Spaces Committee and author of 'Discovering Battersea's Open Spaces: a walking guide'.","Battersea Park Road, Battersea, SW11 4LR",51.4727231,-0.1629321,14:00:00,15:30:00,Yes,Unknown
Bells and Belfries at St Botolph Aldgate,https://openhouselondon.open-city.org.uk/listings/2492,"Opportunity to hear a description and watch a demonstration of bell ringing (on Saturday only).
Church built by architect of Mansion House and contains London's oldest organ.","St Botolph's Church, Aldgate High Street, EC3N 1AB",51.5140611,-0.0764628,10:00:00,16:00:00,No,
