name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
Andaz London Liverpool Street,https://programme.openhouse.org.uk/listings/11391,"Andaz London Liverpool Street, a concept by Hyatt, blends rich history dating back to the 1200s with modern decor and the vibrant energy of its London neighborhood.

Step inside and join us for an open house tour led by our dedicated team!","Andaz London, 40 Liverpool Street, EC2M 7QN",51.517312,-0.0813472,15:00:00,17:45:00,Yes,No
Bethlem Royal Hospital,https://programme.openhouse.org.uk/listings/12129,"Guided walking tours of the grounds of Bethlem Royal Hospital, taking in the Hospital's historic Chapel, its beautiful grounds, Bethlem Museum of the Mind, and Bethlem Gallery.","Bethlem Museum of the Mind, Beckenham, BR3 3BX",51.38092,-0.02931,14:00:00,15:30:00,Yes,No
Brent Museum,https://programme.openhouse.org.uk/listings/12231,"We have been collecting objects about the history of Brent for over 50 years. Visitors can find out about an Eiffel tower in Wembley, why you might make a pilgrimage to Willesden and what the Victorian streets of Brent were really like.","Brent Museum, The Library at Willesden Green – second floor",51.547,-0.22904,10:30:00,20:00:00,No,
Christ Church New Southgate and Friern Barnet,https://programme.openhouse.org.uk/listings/12699,"Explore Christ Church, a Grade II George Baines art nouveau/gothic style church. 
Sat 14 Sept: 10am-3pm. Activities for families include a treasure trail, games and crafts and cream teas available. 2pm Lecture on George Baines by Andrew Wood, FREE.
Tues 17 Sept: 11am-1pm. Quiet space for prayer and reflection. 
Friday 20 Sept: 7-9.30pm. Concert with Life and mission choir, FREE","Friern Barnet Road, N11 3EP",51.61481,-0.14812,11:00:00,13:00:00,No,
Croydon Central Library,https://programme.openhouse.org.uk/listings/12556,A series of events celebrating Croydon's Central Library building and its unique design. Croydon's first central library was moved to the Clocktower buildings when they first opened in May 1896. It was one of the first public libraries with open access shelves and offered one of the UK's first Children’s Libraries.,"Croydon Clocktower, Central Library, 9 Katharine Street, Croydon",51.37226,-0.09939,10:00:00,18:00:00,Yes,No
Fitzrovia Chapel,https://programme.openhouse.org.uk/listings/6534,"Loughborough Pearson's red brick building is unimposing from the outside, but inside is a riot of Gothic Revival design. Golden mosaics reveal the character of the Grade II* listed chapel, built as part of the Middlesex Hospital.","2 Pearson Square, Fitzroy Place, W1T 3BF",51.51895,-0.13826,11:00:00,18:00:00,Yes,No
Flood Meadows at Hampton Court,https://programme.openhouse.org.uk/listings/10614,A guided walk through Home Park Water Meadows with Thames Landscape Strategy. It is the site of a wetland restoration project that has increased biodiversity and sustainability on the historic site. It is not usually open to the public.,"1 Hampton Ct Rd, Hampton Wick, Molesey , KT1 4AE",51.41091600000001,-0.311975,17:00:00,19:00:00,Yes,No
Four Squares tour,https://programme.openhouse.org.uk/listings/12695,From Red Lion to Soho - a walk through old Holborn.,"Red Lion Square, WC1R 4RL",51.51922,-0.11703,15:00:00,17:00:00,Yes,No
IMPACT Community Arts Centre,https://programme.openhouse.org.uk/listings/12809,"We are a theatre company for performers and artists with learning disabilities in the West London area.  We will screen a free immersive experience, run on a loop, entitled Red Rope. It tells a powerful story about the impact of plastic on our oceans and features artworks, dance, music and poetry by our performers and artists. We will also display works of art.","Ealing Central Sports Ground, Horsenden Lane South, Greenford",51.53639,-0.32551,13:00:00,16:00:00,No,
Little Ship Club,https://programme.openhouse.org.uk/listings/12638,"The Little Ship Club is a yacht club for sailors, motorboaters, and non-sailors alike.

Our beautiful clubhouse is right on the Thames by Southwark Bridge in London. If members aren't on the sea, they are in the club, enjoying good company, excellent food, and a great social calendar.","Upper Thames Street, EC4R 3TB",51.51066,-0.0922,13:00:00,16:00:00,No,
London National Park City Visitors Centre,https://programme.openhouse.org.uk/listings/12692,"London is the world's first National Park City, and our visitors centre at 109 Fleet Street is the entry point to hundreds of places to visit and things to do across a greener, healthier and wilder London.","109 Fleet Street, EC4A 2AB",51.51427,-0.10482,12:00:00,18:00:00,No,
London Open Form Pavilion of Air,https://programme.openhouse.org.uk/listings/11855,"A floating acoustic architecture, playfully reframing public space as an essential community engagement through sound & site mapping. Accessed by smartphone, headphones & echoes.xyz app, the Pavilion is located outside the Serpentine Gallery,. Drawing on Oskar & Zofia Hansen’s Open Form architectural concept it is one of 15 in a series including Venice, Berlin, Dublin, Bergen and Arctic Norway.","Kensington Gardens, W2 3XA",51.50478,-0.175,07:00:00,19:30:00,No,
Lost & Hidden Architecture of South Bank Walk,https://programme.openhouse.org.uk/listings/11778,"A 2.5 hour walking tour showcasing unexpected and hidden architectural landmarks of the South Bank area, revealing the different ways in which spaces have been reclaimed, reused and revived. 

Two walks held on two dates following a route from Lambeth Palace and the Garden Museum to Bernie Spain Gardens. Two walks held on two dates.","South Bank, SE1 7ND",51.50349079999999,-0.1156656,11:00:00,13:30:00,Yes,No
National Youth Theatre,https://programme.openhouse.org.uk/listings/12046,"Public Tours tours by Architect's DSDHA and the team at National Youth Theatre of the NYT's recently redeveloped RIBA-award-winning building, which created the UK's first theatre dedicated to staging work created by young people. This project is supported by the Mayor of London.","National Youth Theatre, 443-445 Holloway Road, N7 6LW",51.55927,-0.12248,18:15:00,18:45:00,Yes,No
People's Museum Somers Town,https://programme.openhouse.org.uk/listings/10952,"A great little museum set in the Grade 2 listed Ossulston Estate - a prime example of pre-war Social housing - based on Karl Marz Hof in Vienna.
Open Tuesday to Friday 9am-5pm, plus Saturday 14th, Saturday 21st and Sunday 22nd September 11am-4pm.","52 Phoenix Road, NW1 1ES",51.5310613,-0.1309568,09:00:00,19:00:00,Yes,No
Poroban studio,https://programme.openhouse.org.uk/listings/11347,"Poroban are offering free design surgeries throughout September online and at the studio where a range of sustainable materials and models are on display.  Poroban is a multi-disciplinary design studio, based off Old Kent Road, focusing on low carbon design including timber and demountable construction, maximising recycled/reclaimed materials and promoting a back-to-soil ethos to construction.","43 Madron Street, SE17 2LE",51.48900930000001,-0.0790748,10:00:00,15:00:00,Yes,No
Pushkin House,https://programme.openhouse.org.uk/listings/4108,The independent cultural centre Pushkin House will contribute to this year's Open House Festival through a programme of events and community initiatives at its Grade-II listed building in Bloomsbury Square.,"5a Bloomsbury Square, WC1A 2TA",51.5182912,-0.1230772,10:00:00,17:00:00,No,
RAF Biggin Hill Museum & Chapel Tour,https://programme.openhouse.org.uk/listings/1774,Join us for an internal and external tour of Biggin Hill Museum and Chapel. Come along and immerse yourself in the history of Biggin Hill from the establishment of the airfield to the events of the Battle of Britain. Hear stories of the men and women who fought and worked at RAF Biggin Hill.,"Biggin Hill Memorial Museum, Main Road, Biggin Hill, Westerham",51.3271514,0.0233816,11:00:00,12:00:00,Yes,No
Serpentine Pavilion 2024,https://programme.openhouse.org.uk/listings/12276,"Since 2000, Serpentine has invited internationally renowned and emerging architects to create their first completed structure in England. In 2024, Minsuk Cho, Mass Studies has designed the Serpentine Pavilion. Titled Archipelagic Void, the Pavilion is composed of five ‘islands’, each structure is unique in size, height and form.","Serpentine, Kensington Gardens, W2 3XA",51.50478,-0.175,09:00:00,10:00:00,Yes,No
