name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
55 Broadway (Formerly the Headquarters of Transport for London),https://programme.openhouse.org.uk/listings/963,"Completed in 1929, 55 Broadway is an art-deco, Grade I listed 'cathedral to modernity' and London’s ‘first skyscraper’ - formerly, the Headquarters of Transport for London.","55 Broadway, SW1H 0BD",51.49973,-0.1339,18:00:00,20:00:00,No,
Argentine Ambassador's Residence,https://programme.openhouse.org.uk/listings/2060,"During the Open House Festival people will have the unique opportunity to explore the historic mansion that is the home of the Argentine Embassy in the UK. Opening its doors on this special occasion, visitors will enjoy unprecedented access to the home of Argentineans in the UK and explore a glimpse of our culture through an art exposition of different Argentine artists.","49 Belgrave Square, SW1X 8QZ",51.50055039999999,-0.1531897,13:00:00,17:00:00,Yes,No
Atlas House,https://programme.openhouse.org.uk/listings/12721,"Built in 1836, Atlas House is the former Headquarters of a global insurance company. Located on the corner of King Street and Cheapside, Atlas House, with its Italianate architectural features, distinctive clock and sculpture of Atlas poised above the grand entrance, is one of the last Georgian-era buildings still standing in the heart of The City.","1 King Street, EC2V 8AU",51.51404,-0.09222,18:00:00,20:00:00,No,
Brent Museum,https://programme.openhouse.org.uk/listings/12231,"We have been collecting objects about the history of Brent for over 50 years. Visitors can find out about an Eiffel tower in Wembley, why you might make a pilgrimage to Willesden and what the Victorian streets of Brent were really like.","Brent Museum, The Library at Willesden Green – second floor",51.547,-0.22904,10:30:00,20:00:00,No,
Brutalism 101 - A beginners guide to Brutalism,https://programme.openhouse.org.uk/listings/12372,"I am a recent convert to Brutalism.  This walk is designed for novices like me and we will explore, discuss, (and photograph if you want to) the unique architectural style of Brutalism in the heart of London. This is a relaxed walk to look at, and hopefully gain appreciation of, some of London’s  Brutalist Buildings.","Penton Rise, WC1X 9EN",51.53133,-0.11421,10:30:00,12:30:00,Yes,Yes
Croydon Central Library,https://programme.openhouse.org.uk/listings/12556,A series of events celebrating Croydon's Central Library building and its unique design. Croydon's first central library was moved to the Clocktower buildings when they first opened in May 1896. It was one of the first public libraries with open access shelves and offered one of the UK's first Children’s Libraries.,"Croydon Clocktower, Central Library, 9 Katharine Street, Croydon",51.37226,-0.09939,10:00:00,18:00:00,Yes,No
Croydon Unlocked,https://programme.openhouse.org.uk/listings/12590,"Photographer Rachel Adams has been commissioned to create an exhibition capturing Croydon's iconic architecture & portraits of the people who look after these buildings, such as cleaners, concierge, security guards. The exhibition will be held here, at the Croydon Clocktower atrium & also at the Croydon Urban Room, located in the Whitgift Shopping Centre. For more information on visiting this exhibition at the Croydon Urban Room, head here: https://programme.openhouse.org.uk/listings/12687","Croydon Clocktower, 9 Katharine Street, CR0 1NX",51.37226,-0.09939,09:00:00,18:00:00,No,
Fitzrovia Chapel,https://programme.openhouse.org.uk/listings/6534,"Loughborough Pearson's red brick building is unimposing from the outside, but inside is a riot of Gothic Revival design. Golden mosaics reveal the character of the Grade II* listed chapel, built as part of the Middlesex Hospital.","2 Pearson Square, Fitzroy Place, W1T 3BF",51.51895,-0.13826,11:00:00,18:00:00,Yes,No
IMPACT Community Arts Centre,https://programme.openhouse.org.uk/listings/12809,"We are a theatre company for performers and artists with learning disabilities in the West London area.  We will screen a free immersive experience, run on a loop, entitled Red Rope. It tells a powerful story about the impact of plastic on our oceans and features artworks, dance, music and poetry by our performers and artists. We will also display works of art.","Ealing Central Sports Ground, Horsenden Lane South, Greenford",51.53539,-0.32577,13:00:00,16:00:00,No,
Intermission,https://programme.openhouse.org.uk/listings/12947,"Architectural showspace on the first floor of a duplex unit in the City’s Royal Exchange (the ground floor houses clothing boutique, GOFF COURTNEY, which also sells accessories, visual books & magazines. INTERMISSION is exhibiting three-dimensional artworks by architect Misha Stefan and RE:PLACE – proposing alternative, more inclusive destinations for three prominent gateway sites in the City.","Intermission / Goff Courtney, 29 Royal Exchange, Threadneedle Street",51.51361,-0.08757,12:00:00,18:00:00,No,
