name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
23 Sedgeford Road,https://programme.openhouse.org.uk/listings/10304,"Come and see our CARBON NEUTRAL TERRACED HOUSE. Find out about our retrofit solar, batteries and air source heat pump installation. Double glazing, 20% increase in radiator size and roof / loft insulation. Flat roof and north facing roof all contribute.  Heat pump is ultra quiet and our old house is very warm in the depths of winter. Electricity bills still lower than gas.","23 Sedgeford Rd, Shepherds Bush, W12 0NA",51.5089903,-0.2445241,10:30:00,17:00:00,Yes,No
Argentine Ambassador's Residence,https://programme.openhouse.org.uk/listings/2060,"During the Open House Festival people will have the unique opportunity to explore the historic mansion that is the home of the Argentine Embassy in the UK. Opening its doors on this special occasion, visitors will enjoy unprecedented access to the home of Argentineans in the UK and explore a glimpse of our culture through an art exposition of different Argentine artists.","49 Belgrave Square, SW1X 8QZ",51.50055039999999,-0.1531897,13:00:00,17:00:00,No,
Belsham Street studios,https://programme.openhouse.org.uk/listings/11998,"See behind the scenes of SPACE's studio buildings that are not usually open to the public. Discover work by some of the UK’s top artists, from internationally acclaimed names to new and emerging talent.","Belsham Street, E9 6NG",51.54605,-0.05194,18:00:00,21:00:00,No,
Ben Uri Gallery and Museum,https://programme.openhouse.org.uk/listings/12529,"A pioneering virtual museum with a physical presence in London. We celebrate, research and record the richly diverse Jewish, refugee and wide migrant contribution to British visual culture since 1900.","108a Boundary Road, St Johns Wood, NW8 0RH",51.53755,-0.18534,10:00:00,17:00:00,No,
Bethlehem Chapel Richmond upon Thames,https://programme.openhouse.org.uk/listings/8264,"An independent Calvinistic chapel on the east side of Church Terrace in Richmond, London. Built in 1797, the small 1-storey stuccoed building is Grade II* listed. It still has its original galleried interior with pews and pulpit.","Bethlehem Chapel, Church Terrace, Richmond upon Thames , TW10 6SE",51.4590644,-0.3034642,10:00:00,15:30:00,No,
Brent Museum,https://programme.openhouse.org.uk/listings/12231,"We have been collecting objects about the history of Brent for over 50 years. Visitors can find out about an Eiffel tower in Wembley, why you might make a pilgrimage to Willesden and what the Victorian streets of Brent were really like.","Brent Museum, The Library at Willesden Green – second floor",51.547,-0.22904,10:30:00,20:00:00,No,
Bush Theatre - Backstage Tours,https://programme.openhouse.org.uk/listings/11992,"Explore the Bush Theatre, West London’s home of new writing. Get a behind the scenes look at our fifty-year history, including how over 2016 we transformed our 128-year-old building into an accessible and sustainable modern theatre.","Bush Theatre, 7 Uxbridge Rd, W12 8LJ",51.50525,-0.22601,15:00:00,16:40:00,Yes,No
Calamity and civility: contrasts in Clerkenwell,https://programme.openhouse.org.uk/listings/11973,"Tranquil Clerkenwell, so close to the bustling City has a distinct character and intriguing history. Once centred around great religious houses, the area has been the scene of fierce rebellion, innovative architecture, and major commerce.","Charterhouse Square (outside Charterhouse), EC1M 6AN",51.52082,-0.09933,10:30:00,12:30:00,Yes,No
Canada Water Masterplan,https://programme.openhouse.org.uk/listings/12778,"Guiding the development of a new urban centre at the heart of south-east London's Rotherhithe peninsula, historically a network of working docks and canals connected to the River Thames - and recently the home of a 1980s low density shopping centre. Sitting between two underground stations and two waterbodies, it offers the opportunity to create a characterful, well-connected London neighbourhood.","Canada Water Underground Station, SE16 2XU",51.49798,-0.04969,13:00:00,14:30:00,Yes,No
Chiswick Town Hall,https://programme.openhouse.org.uk/listings/2865,"Built initially as a vestry, later extended. Victorian and Edwardian interiors with rich tiles and stunning stained glass, one of the most beautiful Victorian interiors in London.","Heathfield Terrace, W4 4JN",51.4914109,-0.2656707,14:00:00,16:30:00,Yes,No
