name,url,description,address,latitude,longitude,start_time,end_time,ticketed_events,fully_booked
A IS FOR ARCHITECTURE - 493 Hackney Road,https://programme.openhouse.org.uk/listings/13058,"While cafes, markets, and restaurants come and go, the high street once felt immutable until online shopping and same-day delivery eroded its vitality. Our office at 493 Hackney Rd, once London’s oldest ironmongers, then a plant shop, was renovated to preserve character and serve as our long term base. We look forward to continuing the journey of opening our shop to new visitors and collaborators.","493 Hackney Road, E2 9ED",51.53245,-0.05868,10:00:00,17:00:00,No,
A Ruskinian Walk Through Shared Heritage,https://programme.openhouse.org.uk/listings/4686,"Ruskinian walk from RIBA award-winning Chiswick Business Park, Gunnersbury Triangle Nature Reserve through South Acton Estate, birthplace of artist Patrick Caulfield; Woodlands Park Ice House; to home of William Willett, initiator of Daylight Saving Time.","Building 3, Chiswick Business Park, 566 Chiswick High Road, W4 5YA",51.49461,-0.27587,12:00:00,14:30:00,Yes,Yes
ACAVA Blechynden Street Studios,https://programme.openhouse.org.uk/listings/13895,"Blechynden Street Studios is a purpose-built artist studio complex in London, completed in 1999. It was the first of its kind in the city for decades and remains one of the few dedicated studio buildings in London. The distinctive deck-style architecture features walkways leading to 21 individual studios, each with floor-to-ceiling double-glazed windows that provide natural light.","54 Blechynden Street, W10 6RJ",51.51462,-0.2168,11:00:00,17:00:00,Yes,No
ACAVA Camden Undercraft Studios,https://programme.openhouse.org.uk/listings/13633,"ACAVA Undercraft Studios
A vital creative hub in Gospel Oak, home to 34 fully accessible artist studios and 10 community organisations.","Blue Double Door, 48-72 Ludham, Lismore Circus,, NW5 4SF",51.55286,-0.15496,10:00:00,16:00:00,No,
Aga Khan Centre,https://programme.openhouse.org.uk/listings/7273,"The Aga Khan Centre, designed by Pritzker prize winning architect Fumihiko Maki, houses the UK institutions of the Aga Khan Development Network. A unique feature is its six gardens inspired by different regions of the Muslim world.","Aga Khan Centre, 10 Handyside Street, N1C 4DN",51.53757,-0.1248,10:00:00,17:00:00,Yes,Yes
Alexandra Palace: Mindful walking and drawing tour,https://programme.openhouse.org.uk/listings/13729,"Join local artist Emily Wood Ahmed for a mindful walking and drawing tour around  the grounds of Alexandra Palace in Haringey, North London. Through gentle walking, mindful drawing and local stories, you will discover the artists of 'Ally Pally', past and present, create your own artwork, enjoy one of London’s most spectacular panoramic views, and finish at Birch Arts Gallery in Wood Green.","Alexandra Palace, Alexandra Palace Way, N22 7AY",51.59423,-0.13081,11:00:00,13:00:00,Yes,Yes
All's well in Camberwell: walking London's local government history,https://programme.openhouse.org.uk/listings/13154,This walking tour explores the evolution of local government through the story of Camberwell. It charts the development of institutions in response to intense social and economic change to shape the city we know today. We will celebrate the visible reminders of this history in the streets around us and ask: why does this matter to Londoners today?,"Camberwell Green, SE5 8RT",51.47486,-0.09235,10:00:00,12:30:00,Yes,Yes
Allies and Morrison Open Studio,https://programme.openhouse.org.uk/listings/2223,"Allies and Morrison opens its studios, offering a chance to see inside of one of the UK's largest architecture and urbanism practices. Two buildings - one concrete, one timber - have been designed and adapted by Allies and Morrison to create the compact, integrated campus of studio space that the practice calls home. Guided tours will include the workplaces, terraces and modelshop.","85 Southwark Street, SE1 0HX",51.50562,-0.09962,10:00:00,17:00:00,No,
Architectural Walk in Brockley,https://programme.openhouse.org.uk/listings/12711,"Brockley Conservation Area's High Victorian enclave holds many interesting houses in a variety of styles, including Edwardian domestic architecture, historic trees and original lanes and mews. These have survived into the 21st century almost intact. Houses built in the 1950s and 1960s indicate WWII bomb damage and add to the area's variety and history.","War Memorial, Lewisham Way, SE4 1SX",51.47099,-0.03007,11:00:00,12:15:00,Yes,Yes
Art and architecture in Thamesmead,https://programme.openhouse.org.uk/listings/12774,"On the surface Thamesmead might seem concrete and grey, but on this tour we will take a look at the colour and life local artists are breathing into the area. Examining the past and present, we'll explore the abbey ruins, exciting sculptures, concrete skywalks, and vivid murals that make this place the Town of Tomorrow.","Outside the upper concourse of Abbey Wood Station, 513 Abbey Wood Rd",51.49115,0.12163,09:00:00,15:00:00,Yes,Yes
Art in Perpetuity Trust,https://programme.openhouse.org.uk/listings/11049,"Open Studios, provides a unique glimpse to the architectural spaces and working studios of APT artists.  Over the weekend, there is also the opportunity to see our Group Show in the Gallery, curated by and featuring APT artists' work.","6 Creekdside, Harold Wharf, SE8 4SA",51.47686,-0.02099,13:00:00,18:00:00,No,
Arts Network,https://programme.openhouse.org.uk/listings/13894,"We are an arts and mental health charity with a 30 year legacy in Lewisham, reframing mental health through creativity and community. We will be opening our studios and community garden in Deptford to the public and offering a free creative workshop.","Arts Network, Art Hub Studios, Mornington Centre, Stanley St, SE8 4BL",51.47699,-0.03132,12:00:00,15:00:00,No,
BBC Broadcasting House,https://programme.openhouse.org.uk/listings/2292,"First ever purpose-built broadcast centre in UK, and a jewel of Art Deco design with original artworks by sculptor Eric Gill. 
Remodelled and extended in 2006/2013 by architects MacCormac Jamieson and Prichard/Sheppard Robson.","Portland Place, W1A 1AA",51.51825,-0.1437,09:30:00,17:00:00,Yes,Yes
BT Tower,https://programme.openhouse.org.uk/listings/2735,"An enduring, distinctive feature of the London skyline for the last 54 years, this is a rare opportunity for members of the public to visit the famous revolving floor, 158m above the capital. After the flight the guests can watch a history of the BT Tower film in our auditorium.","45 Maple Street, W1T 4BG",51.52139,-0.13901,09:30:00,19:15:00,Yes,Yes
Backstage at The Old Vic,https://programme.openhouse.org.uk/listings/13825,"Backstage at The Old Vic is a new build six-storey extension to the Grade II* listed Old Vic Theatre and marks a bold new chapter in the theatre’s remarkable 200-year story. Spaces include a triple-height Cafe/Bar, Script Library, Writers’ Room, Clore Learning Centre, flexible 90-seat Studio, Event Space with a roof terrace with views across the London skyline.","131 Waterloo Road, SE1 8UR",51.50172,-0.10905,10:00:00,11:50:00,Yes,Yes
Baitul Futuh Mosque,https://programme.openhouse.org.uk/listings/3600,"Guided tours of the largest purpose-built mosque in Western Europe accommodating 14,000 worshippers blending of Islamic and modern British architecture. Recent developments, involving reconstruction after a fire were completed and the magnificent new complex was opened on 4th March 2023.","Ahmadiyya Muslim Association, 181 London Road, Morden, SM4 5PT",51.3976407,-0.1995107,10:00:00,17:00:00,No,
Bank of England Museum,https://programme.openhouse.org.uk/listings/2027,The museum is part of the Bank of England rebuilding in the 1930's by Sir Herbert Baker. One room is a reconstruction of 1793 Bank of England Stock Office by Sir John Soane.,"Bartholomew Lane, EC2R 8AH",51.51402,-0.08763,11:00:00,16:00:00,No,
Beck Road Studios: Artist Open Studios & Exhibitions,https://programme.openhouse.org.uk/listings/11954,"Visit Beck Road Studios for an artist open studios event and a chance to explore 10 hidden studios in a railway arch. Meet the artists in person and discover their work, including painters, sculptors, photographer, fashion designer, furniture restorers, as well as an ethical vintage clothing label.","343-344 Arches, Beck Road, E8 4RE",51.53687,-0.05804,10:00:00,18:00:00,No,
Bermondsey to Borough: hidden arches food walk,https://programme.openhouse.org.uk/listings/13762,"A lively food-history walk from Bermondsey to Borough, tracing how railway arches, markets, hop trading, coaching inns and migration have shaped how London eats. We will explore Spa Terminus, Maltby Street, The Hop Exchange, The George Inn and Borough’s market edge through stories of trade, travel, street food, preservation, neighbourhood change and hidden corners, past and present along the route.","Bermondsey Underground Station, SE16 4RX",51.49811,-0.06446,11:00:00,13:00:00,Yes,Yes
Billingsgate Roman House & Baths,https://programme.openhouse.org.uk/listings/5296,"Some of London's best Roman remains, comprising late 2C house with a 3C bath house built within its courtyard. First discovered in 1848.","101 Lower Thames Street, EC3R 6DL",51.50928,-0.08305,11:00:00,14:45:00,Yes,Yes
Birds Portchmouth Russum Architects  - Open Office,https://programme.openhouse.org.uk/listings/13660,The office is an extraordinary gallery of sublime hand drawings and exquisite models of uniquely joyous architectural projects developed over 35 years that have been exhibited regularly at the Royal Academy Summer Show and in exhibitions around the world. Drop in and the founding directors will be on hand to explain and discuss the wonderful exhibits.,"Unit 11 , Union Wharf., 23 Wenlock Road, N1 7SB",51.53226,-0.09498,10:00:00,17:00:00,No,
Blackheath Quaker Meeting House,https://programme.openhouse.org.uk/listings/4022,"""A brutalist jewel"", the meeting house was designed by Trevor Dannatt, who worked on the Royal Festival Hall.  
A 1970s concrete building with a raised lantern, it was designed to fit in with older buildings in the conservation area and to make the most of its split-level site. 
Grade ll Listed for its original design, it is used for Quaker worship and by community groups.","Lawn Terrace, Blackheath, SE3 9LL",51.4650118,0.007056300000000001,10:00:00,16:00:00,No,
Blackhorse Workshop,https://programme.openhouse.org.uk/listings/6882,"A makerspace offering open access to a fully equipped wood and metal workshop with bench space, tools and machinery. Includes an education space, community café, and studios for creative businesses and artists.","Blackhorse Workshop, 1-2 Sutherland Road Path, E17 6BX",51.59183840000001,-0.03902129999999999,12:00:00,17:00:00,No,
Blythe Hill House,https://programme.openhouse.org.uk/listings/13794,"Discover Blythe Hill House, a bold retrofit of a 1970s end-of-terrace home by Whittaker Parsons and Price & Myers. A striking courtyard extension transforms the house into a light-filled, fully electric family home, showcasing how ambitious architecture, low-carbon design and affordability can come together in suburban southeast London.","6 Austin Close, SE23 1SP",51.44602,-0.03677,10:00:00,16:00:00,No,
Bodney Road Studios,https://programme.openhouse.org.uk/listings/13651,"Bodney Road Studio's is home to a range of practitioners working in the built environment including architectural photographer Lorenzo Zandri, graphic designers Polytechnic and place futurists The Place Bureau. Join us on 19–20 September when we will open the studios in conjunction with a programme of exhibitions and events by Lorenzo Zandri, Polytechnic, Sammi Gale and The Place Bureau.","1 Bodney Road, E8 1AY",51.55002,-0.06106,12:00:00,17:00:00,Yes,No
Boston Manor House,https://programme.openhouse.org.uk/listings/10142,"Boston Manor House is a Jacobean House built for Lady Mary Reade in 1623 and later owned by the Clitherow family from the 1670s until the 1920s. The House is now open to the public with free entry six days a week. Its beautifully restored historic interiors, including breath-taking ornate plasterwork, are joined by two community exhibition galleries, meeting rooms and an attractive modern café.","Boston Manor House, Boston Manor Road, Brentford, TW8 9JX",51.49191829999999,-0.3183739,11:30:00,16:00:00,Yes,No
Bower House,https://programme.openhouse.org.uk/listings/1249,"Grade I listed country house commanding the most extensive southerly views over Essex. Staircase mural by Sir James Thornhill, a painter notable for the 'Painted Hall' at the Royal Naval Hospital at Greenwich. Set in grounds with a pond.","Orange Tree Hill, Havering-atte-Bower, Romford, RM4 1PB",51.61287,0.18282,10:00:00,16:00:00,No,
Brentham Garden Suburb,https://programme.openhouse.org.uk/listings/2571,"Britain's first co-partnership garden suburb, first houses built in 1901. Parker and Unwin's plan introduced in 1907, mainly Arts and Crafts style; fascinating social history.","The Brentham Club, 38 Meadvale Road, W5 1NP",51.5287856,-0.309085,10:30:00,12:30:00,Yes,Yes
Brick Sixty Studio,https://programme.openhouse.org.uk/listings/12504,"A rare chance to see behind the scenes at the newly located Brick Sixty Studio on Roman Road, London.

This stock brick Victorian shop with accommodation above, was refurbished this year by Architectural Workshop. Now home to Brick Sixty, who design and make products in the form of the much-loved London brick and are looking to support local makers & craft in the UK with the new space.","Brick Sixty, 469 Roman Rd, E3 5LX, E3 5LX",51.53216,-0.03435,11:00:00,17:00:00,No,
Broadway Theatre,https://programme.openhouse.org.uk/listings/13387,"Built in 1932 by architects Bradshaw Gass & Hope .
This iconic Grade II listed venue is a unique blend of architectural elements including Art Deco, Tudor and Gothic Revival.  
The theatre was planned by Lewisham Metropolitan Council in the 1920s, to be an auditorium for “a variety of Civic, Social and Dramatic purposes”.  
It is a much loved community asset, join us for a full tour.","Broadway Theatre, Rushey Green, Catford, SE6 4RU",51.44531,-0.02038,11:00:00,14:30:00,Yes,Yes
Bromley and Sheppard's College,https://programme.openhouse.org.uk/listings/555,"Founded to house the widows of clergymen, the original building consisted of 20 houses built around a classically-styled quadrangle. Captain Richard Ryder – one of Sir Christopher Wren's surveyors – was in charge of design and construction.","London Road (entrance via Wren Gates, no vehicle entry), Bromley",51.408,0.01227,10:00:00,16:00:00,Yes,No
Bullers Wood School for Girls,https://programme.openhouse.org.uk/listings/2740,"Typical mid-Victorian stucco-fronted house built on a grassy hillside, extended in 1888 by Ernest Newton with William Morris redesigning the interiors. The library, formerly drawing room, has a unique William Morris hand-painted ceiling.
The school itself has a range of older and newer buildings, including Inglewood House. The grounds will be open during the Open House festival.","St Nicolas Lane, Chislehurst, BR7 5LJ",51.4082358,0.0449388,10:00:00,13:00:00,No,
Burlington House: Linnean Society of London,https://programme.openhouse.org.uk/listings/2074,"The world's oldest active biological society. Founded in 1788, the Society takes its name from the Swedish naturalist Carl Linnaeus whose botanical, zoological and library collections have been in its keeping since 1829.","Piccadilly, W1J 0BF",51.50853,-0.13911,10:00:00,17:00:00,No,
Burlington House: Royal Astronomical Society,https://programme.openhouse.org.uk/listings/4496,"The Royal Astronomical Society (RAS) moved into Burlington House in 1874. Part of the extension to Burlington House, to provide accommodation for learned societies, the building was refurbished in 2007. The RAS is the oldest astronomical society in the world and has been encouraging and promoting the study of astronomy and geophysics since 1820.","Piccadilly, W1J 0BQ",51.5082999,-0.139365,10:00:00,16:30:00,No,
Burlington House: Royal Society of Chemistry,https://programme.openhouse.org.uk/listings/3091,"Experience the history, architecture and science of the east wing of Burlington House that's been home to the Royal Society of Chemistry (formerly The Chemical Society) since 1967.

The east and west wings, along with the facade along Piccadilly were built in 1873 as an addition to the existing house that was originally built in 1664.","Piccadilly, W1J 0BA",51.50893,-0.1391903,10:00:00,16:40:00,No,
Burlington House: The Geological Society of London,https://programme.openhouse.org.uk/listings/4938,"Home to the oldest geological society in the world, founded in 1807. The Society has been based at Burlington House since 1874, and now has over 12,000 members worldwide.","Piccadilly, W1J 0BG",51.50869,-0.13875,10:00:00,17:00:00,No,
Carpenters' Hall,https://programme.openhouse.org.uk/listings/2808,"Livery Hall first built in 1429, much altered then demolished and rebuilt in 1880, destroyed in 1941 except for external walls (W W Pocock). Designed as a showpiece for the craft of carpentry, the third Hall on the site.","1 Throgmorton Avenue, EC2N 2JJ",51.51667,-0.086,10:00:00,15:30:00,No,
Castlands Road,https://programme.openhouse.org.uk/listings/13550,"Set on a quiet Victorian terraced street in Catford, Castlands Road is a personal work of architecture. A small site street infill designed and self-built by Will and Sogand Howard as a low-energy home for their young family, the project transforms a rear garden into a prototypical three-bedroom house, built with limited means and careful attention to how skills and resources are drawn upon.","21 Castlands Road, SE6 4LN",51.43557,-0.03279,09:30:00,14:30:00,No,
Cecil Sharp House,https://programme.openhouse.org.uk/listings/2822,"Purpose built to house the English Folk Dance and Song Society, this Grade II listed building was designed by members of the Art Workers Guild of the time. Bomb damaged in 1940, rebuilt and reopened in 1950. Iconic Ivon Hitchins mural.","2 Regent's Park Road, NW1 7AY",51.5381546,-0.1493065,10:30:00,13:15:00,Yes,Yes
Charing Cross Library,https://programme.openhouse.org.uk/listings/13932,"The building has had many incarnations since its construction in the 1890s as a woolen warehouse.   It became a home to the Italian Benevolent Society, then a fascist club, a serviceman's club, and now a library with the largest publicly accessible collection of Chinese language books in the UK.  View the temporary exhibition on the Matteotti Affair.","4-6 Charing Cross Road, WC2H 0HF",51.51024,-0.12805,11:00:00,14:00:00,Yes,No
Christ Church Southgate and the Minchenden Oak Garden,https://programme.openhouse.org.uk/listings/5128,Grade II* listed church with fine collection of Pre-Raphaelite stained glass windows by Morris & Co. including Burne Jones and Rossetti. Wall paintings. Mosaic reredos of the Last Supper by Antonio Salviati. Minchenden Oak  - ancient pollarded oak more than 800 years old.,"Waterfall Road , Southgate, N14 7EG",51.62466,-0.12838,10:00:00,16:00:00,No,
"Christ Lutheran Church, Petts Wood",https://programme.openhouse.org.uk/listings/13571,"A small but perfectly-formed expression of late modernist ecclesiastical architecture deep within the south-eastern suburbs of London, only rarely open to the public for purposes other than religious services.","227 Poverest Road, Orpington, BR5 1RD",51.39046,0.09517,10:00:00,15:00:00,Yes,No
Christ's Chapel of God's Gift at Dulwich,https://programme.openhouse.org.uk/listings/13505,"Christ’s Chapel in Dulwich, consecrated in 1616, is an active place of worship and Grade II-listed chapel in the heart of Dulwich Village. It was conceived as the focus for the College of God's Gift, founded by the Elizabethan actor-manager and entrepreneur Edward Alleyn (1566-1626), a complex which also comprised of a school and almshouses and which still provides homes to older residents.","14 Gallery Road, SE21 7AD",51.44632,-0.08643,10:00:00,16:00:00,No,
Church of St Andrew the Apostle,https://programme.openhouse.org.uk/listings/11908,"St Andrew's is a Grade II* listed building by Philip Appleby Robson (1871–1951). It boasts a magnificent Arts and Crafts interior with rich wood carvings in the chancel and magnificent stained-glass windows by the renowned Martin Travers (1886–1948) and Lawrence Stanley Lee (1909–2011), who also has work in Coventry Cathedral.","Sandhurst Road, Catford, SE6 1XD",51.44193,-0.00156,10:00:00,17:00:00,No,
City Information Centre,https://programme.openhouse.org.uk/listings/4009,London's main tourist information centre is clad in a specially manufactured system of 220 pre-finished stainless steel panels. The subtly reflective surface provides a striking counterpoint to St Paul's.,"St Paul's Churchyard, EC4M 8BX",51.5131,-0.09886,09:30:00,17:30:00,No,
Cody Dock - Lea Way Celebration,https://programme.openhouse.org.uk/listings/11858,"Our event will focus on celebrating the rich heritage of Cody Dock, one of the last remaining brick-lined docks in London.  Our one-day festival will provide exciting opportunities to explore the lesser-known history of the Lower Lea Valley","11c South Crescent, E16 4TL",51.51929,-0.00173,12:00:00,18:00:00,No,
Coopers' Hall,https://programme.openhouse.org.uk/listings/8446,"Coopers' Hall is a late 17th century, timber-framed merchant's house with a Georgian frontage. A Livery Hall since 1957, it features a fine Courtoom, dining room and an impressive staircase spiralling up the entire height of the building. The building displays artefacts of the coopers' trade (the making of wooden casks such as barrels) and is the home of the Worshipful Company of Coopers","13 Devonshire Square, EC2M 4TH",51.5168,-0.07922,10:00:00,16:00:00,No,
Corbett Community Library,https://programme.openhouse.org.uk/listings/13888,"Visit the Grade II listed Corbett Community Library building. This beautifully preserved Edwardian building is rich in architectural character and heritage, featuring , an impressive dome, ornate door handles, some stained glass and a historic brass plaque. Discover the history and craftsmanship of this remarkable community landmark during your visit.","Corbett Community Library, 103 Torridon Road, SE6 1RQ",51.44235,-0.00162,10:00:00,15:00:00,No,
County Hall Kingston,https://programme.openhouse.org.uk/listings/13682,"London Square presents a rare opportunity to step inside a sensitively restored former Surrey County Hall, which will be transformed into a collection of contemporary new-build homes to buy and commercial areas for hire.

Set in the heart of Kingston, this is a unique opportunity to experience County Hall from the inside out—before its next chapter begins.","Penrhyn Road, Kingston, KT1 2DN",51.40435,-0.30416,10:00:00,17:00:00,Yes,No
Crown Court Church of Scotland,https://programme.openhouse.org.uk/listings/3284,"A Church of Scotland in London, home to the longest-established Presbyterian congregation in London, worshipping in this location in Covent Garden since 1719. The current building is red brick with Portland stone dressings in a restrained, finely crafted Free Style. Three storeys, recessed slated attic, mullioned and transomed windows. Fine stained glass, most of which is by Farrar Bell.","Russell Street, WC2B 5EZ",51.51341,-0.12106,10:00:00,17:00:00,No,
Croydon Town Hall,https://programme.openhouse.org.uk/listings/12168,"Croydon Town Hall will be opened for a limited number of guided tours, providing rare access to this unique Victorian-style, Grade II listed building. Croydon Town Hall was designed by local architect Charles Henman and opened in 1896.","Katherine Street, Croydon, CR0 1NX",51.37207,-0.09866,10:00:00,13:45:00,No,
Croydon Urban Room,https://programme.openhouse.org.uk/listings/12687,"The Croydon Urban Room is a space to talk about the past, present and future of the Croydon town centre. Through conversa­tions, stories, exhibitions and events, the Urban Room brings together the views of those who live, work and visit the area to create a shared vision of the future and test new uses live in action. 

See our website for further details of specific events.","Units 161-162 & 1161-1162 Whitgift Centre, CR0 1UQ",51.37522,-0.10075,10:00:00,16:00:00,Yes,No
Crystal Palace Park Dinosaurs  – a tour with a London Blue Badge Tourist Guide,https://programme.openhouse.org.uk/listings/9374,"Explore the world's first dinosaur models hidden in a south London park. The 30 Grade I listed, life-size statues of dinosaurs and other extinct animals at Crystal Palace Park have thrilled
visitors for 166 years. Tour is kids friendly.","Crystal Palace Overground station, Crystal Palace Overground station",51.41811000000001,-0.07257999999999999,11:00:00,13:00:00,Yes,Yes
Cultivating Community - LightHouse Gardens & IQL North,https://programme.openhouse.org.uk/listings/13780,"Discover a magical garden hidden behind hoarding in Stratford! The LightHouse & Gardens is a meanwhile space run by locals, featuring Community Sauna CIC. Rooted in human connection, it acts as an incubator for the area. Join Hadley Property Group for a site tour, view a model and explore future plans for the site through Augmented Reality.","38, Celebration Avenue, E20 1DB",51.54589,-0.0077,13:00:00,17:30:00,Yes,No
Culture House,https://programme.openhouse.org.uk/listings/13159,Culture House is the first permanent exhibition space for Somali artefacts curated by the Somali community.,"5A, Uxbridge Road, W12 8LJ",51.50508,-0.22558,14:00:00,16:00:00,Yes,No
"Cumberland Road Studios, Wood Green",https://programme.openhouse.org.uk/listings/12771,"The Cumberland Road Studios Wood Green is host to about 50 artists and makers currently occupying studios in a 1980s former office building. You will have the opportunity to chat, and see their work and their workspaces as part of their Open Studios weekend.
The building will be active with events including workshops, demonstrations and talks.","40 Cumberland Road, N22 7BU",51.59726,-0.11274,12:00:00,18:00:00,Yes,No
Dalston Eastern Curve Garden,https://programme.openhouse.org.uk/listings/5006,A vital community garden offering a model for maximum good for communities and for the environment on a small urban plot. It is now recognised as a site of Local Importance for Nature Conservation. Winner of an Open City Stewardship Award 2021.,"13 Dalston Lane, E8 3DF",51.5469316,-0.0733723,12:00:00,15:30:00,Yes,Yes
David Lean Cinema Tour,https://programme.openhouse.org.uk/listings/13104,"Croydon Council's ambitious 1990s Croydon Clocktower project created a large new central library. Former Town Hall library and other spaces were then repurposed as arts venues which opened in 1995. These tours will outline how this was achieved, with particular emphasis on the David Lean Cinema, and will include a brief talk on the cinema's eventful history.","Croydon Clocktower, Katharine Street, Croydon, CR9 1ET",51.37226,-0.09939,10:30:00,16:00:00,Yes,Yes
Dr Johnson's House,https://programme.openhouse.org.uk/listings/275,"Fine example of an early 5-floor Queen Anne town house with original panelling, open staircase and unique 'swinging panels' on the open-plan first floor. Johnson compiled his famous 'Dictionary of the English Language' (1755)  here.","17 Gough Square, EC4A 3DE",51.5150637,-0.1081791,10:00:00,17:00:00,No,
Drawing Matter,https://programme.openhouse.org.uk/listings/13011,"Drawing Matter explores the role of drawing in architectural thought and practice. Central to our activities is the Drawing Matter Collection of many thousands of architectural and design drawings from across the world, dating from the Renaissance to the present day.","8 Smarts Place, WC2B 5LW",51.5163,-0.12269,11:00:00,18:00:00,No,
Easi-house,https://programme.openhouse.org.uk/listings/13767,"A reimagined Victorian terrace house full of light, joy and unexpected material flourishes. The project navigated challenging construction cost changes and changing personal circumstances for the whole team to make it happen. It is ultimately a reflection of a shared design vision but also the household’s own creativity and resourcefulness.","64 Waghorn Street, SE15 4JZ",51.46486,-0.06973,10:00:00,16:00:00,No,
East End Farm Cottage,https://programme.openhouse.org.uk/listings/299,Three-bay timber-framed yeoman house built c1420 with list of previous owners dating back to 1429. Part wall painting of hunting scene on dining room wall (16C). Tudor upstairs window and a smoke room still intact. Entrance porch dates from 16C.,"Moss Lane, Pinner, HA5 3AN",51.5957909,-0.376294,11:00:00,17:00:00,No,
Eastbury Manor House,https://programme.openhouse.org.uk/listings/304,"One of the finest surviving Elizabethan red brick Manor houses- Grade I listed. Contains 17th Century wall-paintings, charming walled garden and a fine Tudor tower with original stairs. Many original features have been restored and layout remains mostly unchanged in over 400 years.","Eastbury Manor House, Eastbury Square, Barking, IG11 9SN",51.5343105,0.0995563,10:30:00,16:00:00,Yes,No
Embassy of the Republic of Poland,https://programme.openhouse.org.uk/listings/7544,"Georgian townhouse designed by the Adam Brothers in 1777-1778 and a fine example of Neoclassical interior design. It houses a collection of European artworks and includes a unique Edwardian Anglo-Japanese drawing room.  

Individual pre-booking is essential, a photo ID will be required upon entry. Airport-style security checks will also be in place, so please do not bring any heavy luggage.","47 Portland Place, W1B 1JH",51.52081,-0.14556,11:00:00,15:00:00,Yes,Yes
